active_neurons,eff_connections,mean_abs_weight,s2n,s2a,n2n,n2a,experiment,seed,fitness
5,16,2.083038330078125,2,6,1,7,E3,9,24350.261719
4,17,2.1300192440257355,2,9,1,5,E3,9,24142.611328
7,21,1.6475946335565477,2,7,3,9,E3,10,29791.183594
8,22,1.7508433948863635,2,6,4,10,E3,10,29107.210938
7,21,1.6446300688244047,2,8,3,8,E3,10,28494.925781
8,22,1.7508433948863635,2,7,4,9,E3,10,28052.539062
7,21,1.6476062593005953,2,8,3,8,E3,10,27781.240234
7,20,1.710784912109375,2,6,3,9,E3,10,27729.070312
7,21,1.6446300688244047,1,8,3,9,E3,10,27600.0625
7,21,1.6476062593005953,2,7,3,9,E3,10,27345.144531
7,21,1.6476876395089286,2,7,3,9,E3,10,27257.916016
8,23,1.797188136888587,3,7,4,9,E3,10,26707.765625
6,21,1.7317475818452381,4,7,0,10,E3,11,26709.515625
5,20,1.7902099609375,3,8,1,8,E3,11,26234.154297
6,21,1.8409365699404763,3,7,1,10,E3,11,25878.96875
6,21,1.7317475818452381,4,7,0,10,E3,11,24816.066406
8,22,1.8039217862215908,2,7,3,10,E3,11,24535.416016
5,19,1.9141781455592106,3,7,1,8,E3,11,24532.238281
5,20,1.7852783203125,3,7,1,9,E3,11,23993.185547
5,20,1.78526611328125,3,7,1,9,E3,11,23969.398438
5,19,1.7805946751644737,3,7,1,8,E3,11,23589.695312
5,20,1.78443603515625,3,8,0,9,E3,11,23561.472656
2,12,2.3156941731770835,1,8,1,2,E3,12,30169.789062
2,14,2.4453212193080356,1,9,1,3,E3,12,30119.71875
6,19,2.044844777960526,2,9,5,3,E3,12,29895.765625
3,15,2.3300048828125,2,9,2,2,E3,12,29818.128906
2,13,2.4842059795673075,1,8,1,3,E3,12,29479.289062
2,13,2.363703801081731,1,9,1,2,E3,12,29262.763672
4,16,2.4035263061523438,2,9,2,3,E3,12,28987.4375
2,13,2.363703801081731,2,8,1,2,E3,12,28780.015625
3,15,2.3300048828125,2,9,2,2,E3,12,28513.847656
3,14,2.3935546875,3,7,2,2,E3,12,28203.476562
5,18,2.2735188802083335,0,11,2,5,E3,13,30972.148438
5,18,2.357211642795139,1,10,2,5,E3,13,30958.375
6,20,2.313507080078125,1,10,2,7,E3,13,30805.042969
4,19,2.318899054276316,0,13,2,4,E3,13,30775.277344
5,19,2.4906584087171053,1,11,2,5,E3,13,30637.933594
5,20,2.313531494140625,1,11,2,6,E3,13,30261.6875
6,19,2.407078793174342,1,9,2,7,E3,13,30170.046875
5,19,2.504638671875,1,9,2,7,E3,13,30139.195312
5,19,2.5048442639802633,1,9,2,7,E3,13,30075.902344
6,19,2.4625051398026314,1,9,2,7,E3,13,29602.941406
7,20,2.0073486328125,3,5,5,7,E3,14,31356.386719
7,19,1.9491416529605263,3,6,2,8,E3,14,30504.289062
8,21,1.9461553664434523,2,5,6,8,E3,14,29780.935547
9,22,1.9405351118607954,2,6,7,7,E3,14,29210.619141
8,20,2.1101806640625,3,3,7,7,E3,14,29043.855469
8,19,2.0203985916940788,1,6,5,7,E3,14,28925.609375
8,20,2.04359130859375,2,4,7,7,E3,14,28631.832031
9,23,1.8338569972826086,4,6,6,7,E3,14,28258.730469
9,20,2.02227783203125,1,5,6,8,E3,14,28074.501953
9,21,2.0807001023065474,3,5,7,6,E3,14,28065.710938
4,18,1.9103732638888888,2,10,1,5,E3,15,30514.335938
4,18,1.9086371527777777,2,10,1,5,E3,15,30083.214844
4,18,1.9103732638888888,2,10,1,5,E3,15,28841.949219
4,18,2.049411349826389,1,11,1,5,E3,15,28304.347656
4,17,1.8142520680147058,2,8,1,6,E3,15,28159.748047
4,18,2.049411349826389,1,11,1,5,E3,15,27719.367188
4,17,1.8463134765625,2,9,1,5,E3,15,27078.636719
4,17,1.9927906709558822,2,8,1,6,E3,15,26525.050781
4,17,2.112548828125,2,9,1,5,E3,15,26408.152344
3,16,2.0183029174804688,1,10,1,4,E3,15,26316.072266
4,13,1.5568565955528846,1,5,1,6,E3,16,29717.003906
7,18,1.8407864040798612,3,5,4,6,E3,16,29355.542969
4,13,1.5547532301682692,1,5,1,6,E3,16,28713.984375
4,13,1.5517859825721154,1,5,1,6,E3,16,28245.970703
4,13,1.5568565955528846,1,5,1,6,E3,16,27898.972656
4,13,1.7217454176682692,3,4,0,6,E3,16,27628.224609
4,13,1.7217454176682692,3,5,0,5,E3,16,27272.060547
3,12,1.711273193359375,3,4,0,5,E3,16,26823.34375
4,13,1.7985745943509615,1,5,1,6,E3,16,26772.902344
4,13,1.5496450570913463,1,5,1,6,E3,16,26718.105469
5,15,2.3038655598958333,4,5,0,6,E3,17,29421.726562
5,16,2.1900558471679688,2,7,1,6,E3,17,29353.625
4,15,2.3038981119791666,3,7,0,5,E3,17,29149.019531
4,15,2.3038981119791666,3,7,0,5,E3,17,28762.480469
4,15,2.3038981119791666,2,8,0,5,E3,17,28629.855469
4,16,2.3611526489257812,3,7,0,6,E3,17,28608.953125
4,16,2.3612747192382812,3,7,0,6,E3,17,28460.068359
4,17,2.2381663602941178,4,7,0,6,E3,17,28405.488281
4,15,2.3038981119791666,2,8,0,5,E3,17,28279.246094
5,15,2.303963216145833,3,6,0,6,E3,17,27966.787109
4,19,2.14208984375,2,12,1,4,E3,18,27808.285156
2,15,1.9570882161458334,1,12,0,2,E3,18,27586.142578
2,16,2.1027069091796875,1,13,0,2,E3,18,27426.066406
2,15,2.2127197265625,1,11,0,3,E3,18,26766.984375
2,16,2.1027069091796875,1,13,0,2,E3,18,26649.101562
2,16,2.0862350463867188,1,12,0,3,E3,18,26524.458984
1,17,2.1250718060661766,1,15,0,1,E3,18,26176.109375
2,16,2.0402069091796875,1,13,0,2,E3,18,26100.683594
3,18,1.9227769639756944,2,12,0,4,E3,18,25809.996094
5,20,2.0447998046875,3,12,0,5,E3,18,25245.800781
4,14,1.9064854213169642,3,7,1,3,E3,19,29286.550781
5,18,1.7751803927951388,4,7,4,3,E3,19,29260.634766
4,13,1.9187199519230769,2,7,1,3,E3,19,28441.166016
5,19,1.711342259457237,3,9,5,2,E3,19,27833.076172
4,14,1.9064854213169642,3,7,1,3,E3,19,27535.636719
5,13,1.7931002103365385,1,7,1,4,E3,19,27525.068359
2,13,1.6530667818509615,2,9,0,2,E3,19,27321.902344
5,17,1.7322351792279411,3,7,4,3,E3,19,27203.128906
5,20,1.830694580078125,4,9,4,3,E3,19,27118.789062
4,14,1.9064854213169642,3,7,1,3,E3,19,27029.541016
7,18,1.8348049587673612,3,6,0,9,E3,20,30329.09375
9,22,1.8139371004971592,5,5,2,10,E3,20,30179.5625
6,18,1.9593573676215277,3,7,0,8,E3,20,29305.037109
8,22,1.7551325017755681,4,6,3,9,E3,20,28382.78125
6,17,1.8640423943014706,3,6,0,8,E3,20,28257.335938
7,18,1.8348049587673612,3,6,0,9,E3,20,27887.746094
6,18,1.95941162109375,3,7,0,8,E3,20,27857.785156
6,18,1.9593438042534723,3,7,0,8,E3,20,27675.085938
9,22,1.8542203036221592,4,6,3,9,E3,20,27348.986328
9,22,1.8252896395596592,5,5,2,10,E3,20,27025.751953
6,19,2.306685598273026,3,6,2,8,E3,21,29777.429688
7,20,2.35035400390625,3,6,2,9,E3,21,29439.5
7,20,2.302789306640625,3,6,3,8,E3,21,29297.070312
6,19,2.306685598273026,3,6,2,8,E3,21,28923.34375
7,20,2.327984619140625,3,6,3,8,E3,21,28905.363281
7,19,2.249800832648026,3,5,4,7,E3,21,28016.074219
6,17,2.265438304227941,3,5,1,8,E3,21,27810.154297
7,19,2.249800832648026,3,5,3,8,E3,21,27808.324219
7,20,2.315289306640625,4,6,2,8,E3,21,27724.867188
6,17,2.3346665326286766,3,6,1,7,E3,21,27684.722656
2,11,2.0504150390625,3,5,0,3,E3,22,30561.78125
2,11,1.9595059481534092,3,5,0,3,E3,22,30433.425781
2,12,1.9778238932291667,3,6,0,3,E3,22,30131.515625
2,12,1.9895426432291667,3,6,0,3,E3,22,28997.296875
2,12,2.0611572265625,3,6,0,3,E3,22,28885.085938
2,13,1.8998272235576923,3,7,0,3,E3,22,28415.099609
3,13,1.9498948317307692,3,6,1,3,E3,22,27234.578125
2,11,1.9595059481534092,3,5,0,3,E3,22,27194.953125
2,11,1.9708695845170454,3,5,0,3,E3,22,27112.636719
3,13,1.9498948317307692,3,6,1,3,E3,22,26787.855469
5,18,1.7145046657986112,4,9,1,4,E3,23,29888.144531
4,17,1.9747314453125,4,9,1,3,E3,23,29246.080078
3,16,1.6927566528320312,3,9,1,3,E3,23,28753.800781
3,16,1.6926956176757812,3,8,1,4,E3,23,28632.304688
6,18,1.7146402994791667,4,8,1,5,E3,23,28461.636719
5,18,1.7145317925347223,4,9,1,4,E3,23,28407.914062
5,18,1.7145317925347223,4,9,1,4,E3,23,28236.371094
4,17,1.976339901194853,4,9,1,3,E3,23,27859.878906
5,17,1.7357967601102942,4,8,1,4,E3,23,27235.953125
3,17,1.7825209673713236,3,11,1,2,E3,23,27096.472656
4,13,2.2485445462740383,2,7,3,1,E3,24,28973.660156
0,6,2.4039103190104165,0,6,0,0,E3,24,28534.539062
2,13,2.0651479867788463,5,6,1,1,E3,24,28389.949219
3,15,2.131966145833333,3,7,3,2,E3,24,27903.914062
0,7,2.366367885044643,0,7,0,0,E3,24,27710.566406
4,17,2.0086310891544117,4,7,4,2,E3,24,27658.242188
3,14,2.1945713588169644,3,7,2,2,E3,24,27617.007812
4,14,2.1767142159598216,2,7,3,2,E3,24,27539.984375
0,7,2.115809849330357,0,7,0,0,E3,24,27178.966797
3,14,2.1945713588169644,3,7,2,2,E3,24,26990.675781
3,13,1.5206486628605769,1,9,0,3,E3,25,28667.919922
6,17,1.7160213694852942,3,8,2,4,E3,25,28225.191406
6,16,1.8036880493164062,2,8,2,4,E3,25,28051.25
5,16,1.6129989624023438,3,7,1,5,E3,25,27716.78125
3,14,1.728759765625,1,10,0,3,E3,25,27614.863281
6,17,1.7160213694852942,2,9,2,4,E3,25,26399.691406
3,13,1.5206486628605769,1,9,0,3,E3,25,26335.460938
6,16,1.8036880493164062,1,8,2,5,E3,25,26076.0
6,17,1.7160213694852942,3,8,2,4,E3,25,25735.707031
5,16,1.8208770751953125,3,8,2,3,E3,25,25637.205078
2,13,2.064105694110577,3,5,0,5,E3,26,28980.859375
2,13,2.064105694110577,3,5,0,5,E3,26,27772.902344
2,12,2.1669413248697915,3,4,0,5,E3,26,27527.355469
2,14,1.9357125418526786,3,6,0,5,E3,26,27394.111328
2,13,2.064105694110577,3,5,0,5,E3,26,27380.667969
2,13,2.064593975360577,4,4,0,5,E3,26,27315.894531
2,11,1.8310990767045454,3,4,0,4,E3,26,27299.712891
2,12,1.9995218912760417,3,5,0,4,E3,26,27253.824219
2,13,2.064105694110577,4,4,0,5,E3,26,27193.582031
2,13,2.064105694110577,3,5,0,5,E3,26,26993.621094
5,18,2.596828884548611,2,10,2,4,E3,27,29277.902344
6,17,2.4868307674632355,3,7,2,5,E3,27,29250.775391
8,20,2.319305419921875,2,9,6,3,E3,27,29132.113281
10,24,2.2408294677734375,2,8,10,4,E3,27,29122.099609
4,13,2.5758056640625,1,7,1,4,E3,27,29080.068359
7,20,2.58023681640625,4,8,2,6,E3,27,28992.849609
5,15,2.6882975260416666,2,6,2,5,E3,27,28735.035156
10,22,2.23577880859375,4,6,9,3,E3,27,28509.119141
9,22,2.410128506747159,3,7,8,4,E3,27,28429.726562
9,20,2.443017578125,1,6,8,5,E3,27,28398.925781
5,17,1.878762637867647,4,8,2,3,E3,28,28753.980469
7,21,1.9418422154017858,5,7,3,6,E3,28,27835.464844
4,16,2.0964889526367188,2,9,0,5,E3,28,27587.056641
4,19,1.9688013980263157,6,8,2,3,E3,28,27560.748047
6,19,2.220870168585526,4,8,1,6,E3,28,27543.439453
4,14,2.123622349330357,2,8,1,3,E3,28,27449.003906
8,21,2.2342064267113093,3,8,4,6,E3,28,27437.875
4,17,1.8788200827205883,6,7,1,3,E3,28,27382.822266
3,14,2.123692103794643,2,8,1,3,E3,28,26969.644531
5,20,1.951959228515625,3,10,3,4,E3,28,26775.695312
5,19,1.9690712376644737,6,8,2,3,E3,29,28323.939453
6,20,1.897503662109375,6,6,2,6,E3,29,27158.283203
4,15,1.7637613932291667,3,7,0,5,E3,29,26554.949219
3,13,2.0877779447115383,2,8,0,3,E3,29,25937.115234
4,18,2.2694159613715277,5,8,2,3,E3,29,25890.058594
5,20,2.11331787109375,8,7,1,4,E3,29,25763.0
5,20,1.891217041015625,6,7,2,5,E3,29,25736.673828
7,22,1.8650124289772727,7,6,5,4,E3,29,25678.21875
7,23,1.985314410665761,9,6,4,4,E3,29,25284.257812
5,19,2.1900827508223686,6,7,2,4,E3,29,25057.667969
3,13,1.6745981069711537,0,8,0,5,E3,30,30671.9375
3,12,1.467620849609375,0,8,0,4,E3,30,30333.179688
5,18,1.8822021484375,3,8,0,7,E3,30,30012.341797
4,15,1.6209798177083334,1,8,1,5,E3,30,28391.015625
4,17,1.8012192670036764,2,8,0,7,E3,30,28235.886719
3,14,1.7060895647321428,0,8,0,6,E3,30,28083.130859
4,15,1.6502766927083334,1,8,1,5,E3,30,27665.720703
4,18,1.7371148003472223,3,8,0,7,E3,30,27540.677734
4,15,1.621044921875,2,7,1,5,E3,30,27407.113281
4,17,1.7993235868566178,1,8,1,7,E3,30,26869.556641
