"experiment_id","scenario","run_seed","height_zone","larvae","total_larvae","proportion"
"E3","V3FHI",17106,"6-8 cm",0,0,NA
"E3","V3FHI",17106,">8 cm",0,0,NA
"E3","V3FHI",17107,"<2 cm",0,0,NA
"E3","V3FHI",17107,"2-4 cm",0,0,NA
"E3","V3FHI",17107,"4-6 cm",0,0,NA
"E3","V3FHI",17107,"6-8 cm",0,0,NA
"E3","V3FHI",17107,">8 cm",0,0,NA
"E3","V3FHI",17108,"<2 cm",0,0,NA
"E3","V3FHI",17108,"2-4 cm",0,0,NA
"E3","V3FHI",17108,"4-6 cm",0,0,NA
"E3","V3FHI",17108,"6-8 cm",0,0,NA
"E3","V3FHI",17108,">8 cm",0,0,NA
"E3","V3FHI",17109,"<2 cm",0,0,NA
"E3","V3FHI",17109,"2-4 cm",0,0,NA
"E3","V3FHI",17109,"4-6 cm",0,0,NA
"E3","V3FHI",17109,"6-8 cm",0,0,NA
"E3","V3FHI",17109,">8 cm",0,0,NA
"E3","V3FHI",17110,"<2 cm",0,0,NA
"E3","V3FHI",17110,"2-4 cm",0,0,NA
"E3","V3FHI",17110,"4-6 cm",0,0,NA
"E3","V3FHI",17110,"6-8 cm",0,0,NA
"E3","V3FHI",17110,">8 cm",0,0,NA
"E3","V3FHI",18101,"<2 cm",0,0,NA
"E3","V3FHI",18101,"2-4 cm",0,0,NA
"E3","V3FHI",18101,"4-6 cm",0,0,NA
"E3","V3FHI",18101,"6-8 cm",0,0,NA
"E3","V3FHI",18101,">8 cm",0,0,NA
"E3","V3FHI",18102,"<2 cm",0,0,NA
"E3","V3FHI",18102,"2-4 cm",0,0,NA
"E3","V3FHI",18102,"4-6 cm",0,0,NA
"E3","V3FHI",18102,"6-8 cm",0,0,NA
"E3","V3FHI",18102,">8 cm",0,0,NA
"E3","V3FHI",18103,"<2 cm",0,0,NA
"E3","V3FHI",18103,"2-4 cm",0,0,NA
"E3","V3FHI",18103,"4-6 cm",0,0,NA
"E3","V3FHI",18103,"6-8 cm",0,0,NA
"E3","V3FHI",18103,">8 cm",0,0,NA
"E3","V3FHI",18104,"<2 cm",0,0,NA
"E3","V3FHI",18104,"2-4 cm",0,0,NA
"E3","V3FHI",18104,"4-6 cm",0,0,NA
"E3","V3FHI",18104,"6-8 cm",0,0,NA
"E3","V3FHI",18104,">8 cm",0,0,NA
"E3","V3FHI",18105,"<2 cm",0,0,NA
"E3","V3FHI",18105,"2-4 cm",0,0,NA
"E3","V3FHI",18105,"4-6 cm",0,0,NA
"E3","V3FHI",18105,"6-8 cm",0,0,NA
"E3","V3FHI",18105,">8 cm",0,0,NA
"E3","V3FHI",18106,"<2 cm",0,0,NA
"E3","V3FHI",18106,"2-4 cm",0,0,NA
"E3","V3FHI",18106,"4-6 cm",0,0,NA
"E3","V3FHI",18106,"6-8 cm",0,0,NA
"E3","V3FHI",18106,">8 cm",0,0,NA
"E3","V3FHI",18107,"<2 cm",0,0,NA
"E3","V3FHI",18107,"2-4 cm",0,0,NA
"E3","V3FHI",18107,"4-6 cm",0,0,NA
"E3","V3FHI",18107,"6-8 cm",0,0,NA
"E3","V3FHI",18107,">8 cm",0,0,NA
"E3","V3FHI",18108,"<2 cm",0,0,NA
"E3","V3FHI",18108,"2-4 cm",0,0,NA
"E3","V3FHI",18108,"4-6 cm",0,0,NA
"E3","V3FHI",18108,"6-8 cm",0,0,NA
"E3","V3FHI",18108,">8 cm",0,0,NA
"E3","V3FHI",18109,"<2 cm",0,0,NA
"E3","V3FHI",18109,"2-4 cm",0,0,NA
"E3","V3FHI",18109,"4-6 cm",0,0,NA
"E3","V3FHI",18109,"6-8 cm",0,0,NA
"E3","V3FHI",18109,">8 cm",0,0,NA
"E3","V3FHI",18110,"<2 cm",0,0,NA
"E3","V3FHI",18110,"2-4 cm",0,0,NA
"E3","V3FHI",18110,"4-6 cm",0,0,NA
"E3","V3FHI",18110,"6-8 cm",0,0,NA
"E3","V3FHI",18110,">8 cm",0,0,NA
"E3","V3FHI",19101,"<2 cm",0,0,NA
"E3","V3FHI",19101,"2-4 cm",0,0,NA
"E3","V3FHI",19101,"4-6 cm",0,0,NA
"E3","V3FHI",19101,"6-8 cm",0,0,NA
"E3","V3FHI",19101,">8 cm",0,0,NA
"E3","V3FHI",19102,"<2 cm",0,0,NA
"E3","V3FHI",19102,"2-4 cm",0,0,NA
"E3","V3FHI",19102,"4-6 cm",0,0,NA
"E3","V3FHI",19102,"6-8 cm",0,0,NA
"E3","V3FHI",19102,">8 cm",0,0,NA
"E3","V3FHI",19103,"<2 cm",0,0,NA
"E3","V3FHI",19103,"2-4 cm",0,0,NA
"E3","V3FHI",19103,"4-6 cm",0,0,NA
"E3","V3FHI",19103,"6-8 cm",0,0,NA
"E3","V3FHI",19103,">8 cm",0,0,NA
"E3","V3FHI",19104,"<2 cm",0,0,NA
"E3","V3FHI",19104,"2-4 cm",0,0,NA
"E3","V3FHI",19104,"4-6 cm",0,0,NA
"E3","V3FHI",19104,"6-8 cm",0,0,NA
"E3","V3FHI",19104,">8 cm",0,0,NA
"E3","V3FHI",19105,"<2 cm",0,0,NA
"E3","V3FHI",19105,"2-4 cm",0,0,NA
"E3","V3FHI",19105,"4-6 cm",0,0,NA
"E3","V3FHI",19105,"6-8 cm",0,0,NA
"E3","V3FHI",19105,">8 cm",0,0,NA
"E3","V3FHI",19106,"<2 cm",0,0,NA
"E3","V3FHI",19106,"2-4 cm",0,0,NA
"E3","V3FHI",19106,"4-6 cm",0,0,NA
"E3","V3FHI",19106,"6-8 cm",0,0,NA
"E3","V3FHI",19106,">8 cm",0,0,NA
"E3","V3FHI",19107,"<2 cm",0,0,NA
"E3","V3FHI",19107,"2-4 cm",0,0,NA
"E3","V3FHI",19107,"4-6 cm",0,0,NA
"E3","V3FHI",19107,"6-8 cm",0,0,NA
"E3","V3FHI",19107,">8 cm",0,0,NA
"E3","V3FHI",19108,"<2 cm",0,0,NA
"E3","V3FHI",19108,"2-4 cm",0,0,NA
"E3","V3FHI",19108,"4-6 cm",0,0,NA
"E3","V3FHI",19108,"6-8 cm",0,0,NA
"E3","V3FHI",19108,">8 cm",0,0,NA
"E3","V3FHI",19109,"<2 cm",0,0,NA
"E3","V3FHI",19109,"2-4 cm",0,0,NA
"E3","V3FHI",19109,"4-6 cm",0,0,NA
"E3","V3FHI",19109,"6-8 cm",0,0,NA
"E3","V3FHI",19109,">8 cm",0,0,NA
"E3","V3FHI",19110,"<2 cm",0,0,NA
"E3","V3FHI",19110,"2-4 cm",0,0,NA
"E3","V3FHI",19110,"4-6 cm",0,0,NA
"E3","V3FHI",19110,"6-8 cm",0,0,NA
"E3","V3FHI",19110,">8 cm",0,0,NA
"E3","V3FHI",20101,"<2 cm",0,0,NA
"E3","V3FHI",20101,"2-4 cm",0,0,NA
"E3","V3FHI",20101,"4-6 cm",0,0,NA
"E3","V3FHI",20101,"6-8 cm",0,0,NA
"E3","V3FHI",20101,">8 cm",0,0,NA
"E3","V3FHI",20102,"<2 cm",0,0,NA
"E3","V3FHI",20102,"2-4 cm",0,0,NA
"E3","V3FHI",20102,"4-6 cm",0,0,NA
"E3","V3FHI",20102,"6-8 cm",0,0,NA
"E3","V3FHI",20102,">8 cm",0,0,NA
"E3","V3FHI",20103,"<2 cm",0,0,NA
"E3","V3FHI",20103,"2-4 cm",0,0,NA
"E3","V3FHI",20103,"4-6 cm",0,0,NA
"E3","V3FHI",20103,"6-8 cm",0,0,NA
"E3","V3FHI",20103,">8 cm",0,0,NA
"E3","V3FHI",20104,"<2 cm",0,0,NA
"E3","V3FHI",20104,"2-4 cm",0,0,NA
"E3","V3FHI",20104,"4-6 cm",0,0,NA
"E3","V3FHI",20104,"6-8 cm",0,0,NA
"E3","V3FHI",20104,">8 cm",0,0,NA
"E3","V3FHI",20105,"<2 cm",0,0,NA
"E3","V3FHI",20105,"2-4 cm",0,0,NA
"E3","V3FHI",20105,"4-6 cm",0,0,NA
"E3","V3FHI",20105,"6-8 cm",0,0,NA
"E3","V3FHI",20105,">8 cm",0,0,NA
"E3","V3FHI",20106,"<2 cm",0,0,NA
"E3","V3FHI",20106,"2-4 cm",0,0,NA
"E3","V3FHI",20106,"4-6 cm",0,0,NA
"E3","V3FHI",20106,"6-8 cm",0,0,NA
"E3","V3FHI",20106,">8 cm",0,0,NA
"E3","V3FHI",20107,"<2 cm",0,0,NA
"E3","V3FHI",20107,"2-4 cm",0,0,NA
"E3","V3FHI",20107,"4-6 cm",0,0,NA
"E3","V3FHI",20107,"6-8 cm",0,0,NA
"E3","V3FHI",20107,">8 cm",0,0,NA
"E3","V3FHI",20108,"<2 cm",0,0,NA
"E3","V3FHI",20108,"2-4 cm",0,0,NA
"E3","V3FHI",20108,"4-6 cm",0,0,NA
"E3","V3FHI",20108,"6-8 cm",0,0,NA
"E3","V3FHI",20108,">8 cm",0,0,NA
"E3","V3FHI",20109,"<2 cm",0,0,NA
"E3","V3FHI",20109,"2-4 cm",0,0,NA
"E3","V3FHI",20109,"4-6 cm",0,0,NA
"E3","V3FHI",20109,"6-8 cm",0,0,NA
"E3","V3FHI",20109,">8 cm",0,0,NA
"E3","V3FHI",20110,"<2 cm",0,0,NA
"E3","V3FHI",20110,"2-4 cm",0,0,NA
"E3","V3FHI",20110,"4-6 cm",0,0,NA
"E3","V3FHI",20110,"6-8 cm",0,0,NA
"E3","V3FHI",20110,">8 cm",0,0,NA
"E3","V3FHI",21101,"<2 cm",0,0,NA
"E3","V3FHI",21101,"2-4 cm",0,0,NA
"E3","V3FHI",21101,"4-6 cm",0,0,NA
"E3","V3FHI",21101,"6-8 cm",0,0,NA
"E3","V3FHI",21101,">8 cm",0,0,NA
"E3","V3FHI",21102,"<2 cm",0,0,NA
"E3","V3FHI",21102,"2-4 cm",0,0,NA
"E3","V3FHI",21102,"4-6 cm",0,0,NA
"E3","V3FHI",21102,"6-8 cm",0,0,NA
"E3","V3FHI",21102,">8 cm",0,0,NA
"E3","V3FHI",21103,"<2 cm",0,0,NA
"E3","V3FHI",21103,"2-4 cm",0,0,NA
"E3","V3FHI",21103,"4-6 cm",0,0,NA
"E3","V3FHI",21103,"6-8 cm",0,0,NA
"E3","V3FHI",21103,">8 cm",0,0,NA
"E3","V3FHI",21104,"<2 cm",0,0,NA
"E3","V3FHI",21104,"2-4 cm",0,0,NA
"E3","V3FHI",21104,"4-6 cm",0,0,NA
"E3","V3FHI",21104,"6-8 cm",0,0,NA
"E3","V3FHI",21104,">8 cm",0,0,NA
"E3","V3FHI",21105,"<2 cm",0,0,NA
"E3","V3FHI",21105,"2-4 cm",0,0,NA
"E3","V3FHI",21105,"4-6 cm",0,0,NA
"E3","V3FHI",21105,"6-8 cm",0,0,NA
"E3","V3FHI",21105,">8 cm",0,0,NA
"E3","V3FHI",21106,"<2 cm",0,0,NA
"E3","V3FHI",21106,"2-4 cm",0,0,NA
"E3","V3FHI",21106,"4-6 cm",0,0,NA
"E3","V3FHI",21106,"6-8 cm",0,0,NA
"E3","V3FHI",21106,">8 cm",0,0,NA
"E3","V3FHI",21107,"<2 cm",0,0,NA
"E3","V3FHI",21107,"2-4 cm",0,0,NA
"E3","V3FHI",21107,"4-6 cm",0,0,NA
"E3","V3FHI",21107,"6-8 cm",0,0,NA
"E3","V3FHI",21107,">8 cm",0,0,NA
"E3","V3FHI",21108,"<2 cm",0,0,NA
"E3","V3FHI",21108,"2-4 cm",0,0,NA
"E3","V3FHI",21108,"4-6 cm",0,0,NA
"E3","V3FHI",21108,"6-8 cm",0,0,NA
"E3","V3FHI",21108,">8 cm",0,0,NA
"E3","V3FHI",21109,"<2 cm",0,0,NA
"E3","V3FHI",21109,"2-4 cm",0,0,NA
"E3","V3FHI",21109,"4-6 cm",0,0,NA
"E3","V3FHI",21109,"6-8 cm",0,0,NA
"E3","V3FHI",21109,">8 cm",0,0,NA
"E3","V3FHI",21110,"<2 cm",0,0,NA
"E3","V3FHI",21110,"2-4 cm",0,0,NA
"E3","V3FHI",21110,"4-6 cm",0,0,NA
"E3","V3FHI",21110,"6-8 cm",0,0,NA
"E3","V3FHI",21110,">8 cm",0,0,NA
"E3","V3FHI",22101,"<2 cm",0,0,NA
"E3","V3FHI",22101,"2-4 cm",0,0,NA
"E3","V3FHI",22101,"4-6 cm",0,0,NA
"E3","V3FHI",22101,"6-8 cm",0,0,NA
"E3","V3FHI",22101,">8 cm",0,0,NA
"E3","V3FHI",22102,"<2 cm",0,0,NA
"E3","V3FHI",22102,"2-4 cm",0,0,NA
"E3","V3FHI",22102,"4-6 cm",0,0,NA
"E3","V3FHI",22102,"6-8 cm",0,0,NA
"E3","V3FHI",22102,">8 cm",0,0,NA
"E3","V3FHI",22103,"<2 cm",0,0,NA
"E3","V3FHI",22103,"2-4 cm",0,0,NA
"E3","V3FHI",22103,"4-6 cm",0,0,NA
"E3","V3FHI",22103,"6-8 cm",0,0,NA
"E3","V3FHI",22103,">8 cm",0,0,NA
"E3","V3FHI",22104,"<2 cm",0,0,NA
"E3","V3FHI",22104,"2-4 cm",0,0,NA
"E3","V3FHI",22104,"4-6 cm",0,0,NA
"E3","V3FHI",22104,"6-8 cm",0,0,NA
"E3","V3FHI",22104,">8 cm",0,0,NA
"E3","V3FHI",22105,"<2 cm",0,0,NA
"E3","V3FHI",22105,"2-4 cm",0,0,NA
"E3","V3FHI",22105,"4-6 cm",0,0,NA
"E3","V3FHI",22105,"6-8 cm",0,0,NA
"E3","V3FHI",22105,">8 cm",0,0,NA
"E3","V3FHI",22106,"<2 cm",0,0,NA
"E3","V3FHI",22106,"2-4 cm",0,0,NA
"E3","V3FHI",22106,"4-6 cm",0,0,NA
"E3","V3FHI",22106,"6-8 cm",0,0,NA
"E3","V3FHI",22106,">8 cm",0,0,NA
"E3","V3FHI",22107,"<2 cm",0,0,NA
"E3","V3FHI",22107,"2-4 cm",0,0,NA
"E3","V3FHI",22107,"4-6 cm",0,0,NA
"E3","V3FHI",22107,"6-8 cm",0,0,NA
"E3","V3FHI",22107,">8 cm",0,0,NA
"E3","V3FHI",22108,"<2 cm",0,0,NA
"E3","V3FHI",22108,"2-4 cm",0,0,NA
"E3","V3FHI",22108,"4-6 cm",0,0,NA
"E3","V3FHI",22108,"6-8 cm",0,0,NA
"E3","V3FHI",22108,">8 cm",0,0,NA
"E3","V3FHI",22109,"<2 cm",0,0,NA
"E3","V3FHI",22109,"2-4 cm",0,0,NA
"E3","V3FHI",22109,"4-6 cm",0,0,NA
"E3","V3FHI",22109,"6-8 cm",0,0,NA
"E3","V3FHI",22109,">8 cm",0,0,NA
"E3","V3FHI",22110,"<2 cm",0,0,NA
"E3","V3FHI",22110,"2-4 cm",0,0,NA
"E3","V3FHI",22110,"4-6 cm",0,0,NA
"E3","V3FHI",22110,"6-8 cm",0,0,NA
"E3","V3FHI",22110,">8 cm",0,0,NA
"E3","V3FHI",23101,"<2 cm",0,0,NA
"E3","V3FHI",23101,"2-4 cm",0,0,NA
"E3","V3FHI",23101,"4-6 cm",0,0,NA
"E3","V3FHI",23101,"6-8 cm",0,0,NA
"E3","V3FHI",23101,">8 cm",0,0,NA
"E3","V3FHI",23102,"<2 cm",0,0,NA
"E3","V3FHI",23102,"2-4 cm",0,0,NA
"E3","V3FHI",23102,"4-6 cm",0,0,NA
"E3","V3FHI",23102,"6-8 cm",0,0,NA
"E3","V3FHI",23102,">8 cm",0,0,NA
"E3","V3FHI",23103,"<2 cm",0,0,NA
"E3","V3FHI",23103,"2-4 cm",0,0,NA
"E3","V3FHI",23103,"4-6 cm",0,0,NA
"E3","V3FHI",23103,"6-8 cm",0,0,NA
"E3","V3FHI",23103,">8 cm",0,0,NA
"E3","V3FHI",23104,"<2 cm",0,0,NA
"E3","V3FHI",23104,"2-4 cm",0,0,NA
"E3","V3FHI",23104,"4-6 cm",0,0,NA
"E3","V3FHI",23104,"6-8 cm",0,0,NA
"E3","V3FHI",23104,">8 cm",0,0,NA
"E3","V3FHI",23105,"<2 cm",0,0,NA
"E3","V3FHI",23105,"2-4 cm",0,0,NA
"E3","V3FHI",23105,"4-6 cm",0,0,NA
"E3","V3FHI",23105,"6-8 cm",0,0,NA
"E3","V3FHI",23105,">8 cm",0,0,NA
"E3","V3FHI",23106,"<2 cm",0,0,NA
"E3","V3FHI",23106,"2-4 cm",0,0,NA
"E3","V3FHI",23106,"4-6 cm",0,0,NA
"E3","V3FHI",23106,"6-8 cm",0,0,NA
"E3","V3FHI",23106,">8 cm",0,0,NA
"E3","V3FHI",23107,"<2 cm",0,0,NA
"E3","V3FHI",23107,"2-4 cm",0,0,NA
"E3","V3FHI",23107,"4-6 cm",0,0,NA
"E3","V3FHI",23107,"6-8 cm",0,0,NA
"E3","V3FHI",23107,">8 cm",0,0,NA
"E3","V3FHI",23108,"<2 cm",0,0,NA
"E3","V3FHI",23108,"2-4 cm",0,0,NA
"E3","V3FHI",23108,"4-6 cm",0,0,NA
"E3","V3FHI",23108,"6-8 cm",0,0,NA
"E3","V3FHI",23108,">8 cm",0,0,NA
"E3","V3FHI",23109,"<2 cm",0,0,NA
"E3","V3FHI",23109,"2-4 cm",0,0,NA
"E3","V3FHI",23109,"4-6 cm",0,0,NA
"E3","V3FHI",23109,"6-8 cm",0,0,NA
"E3","V3FHI",23109,">8 cm",0,0,NA
"E3","V3FHI",23110,"<2 cm",0,0,NA
"E3","V3FHI",23110,"2-4 cm",0,0,NA
"E3","V3FHI",23110,"4-6 cm",0,0,NA
"E3","V3FHI",23110,"6-8 cm",0,0,NA
"E3","V3FHI",23110,">8 cm",0,0,NA
"E3","V3FHI",24101,"<2 cm",0,0,NA
"E3","V3FHI",24101,"2-4 cm",0,0,NA
"E3","V3FHI",24101,"4-6 cm",0,0,NA
"E3","V3FHI",24101,"6-8 cm",0,0,NA
"E3","V3FHI",24101,">8 cm",0,0,NA
"E3","V3FHI",24102,"<2 cm",0,0,NA
"E3","V3FHI",24102,"2-4 cm",0,0,NA
"E3","V3FHI",24102,"4-6 cm",0,0,NA
"E3","V3FHI",24102,"6-8 cm",0,0,NA
"E3","V3FHI",24102,">8 cm",0,0,NA
"E3","V3FHI",24103,"<2 cm",0,0,NA
"E3","V3FHI",24103,"2-4 cm",0,0,NA
"E3","V3FHI",24103,"4-6 cm",0,0,NA
"E3","V3FHI",24103,"6-8 cm",0,0,NA
"E3","V3FHI",24103,">8 cm",0,0,NA
"E3","V3FHI",24104,"<2 cm",0,0,NA
"E3","V3FHI",24104,"2-4 cm",0,0,NA
"E3","V3FHI",24104,"4-6 cm",0,0,NA
"E3","V3FHI",24104,"6-8 cm",0,0,NA
"E3","V3FHI",24104,">8 cm",0,0,NA
"E3","V3FHI",24105,"<2 cm",0,0,NA
"E3","V3FHI",24105,"2-4 cm",0,0,NA
"E3","V3FHI",24105,"4-6 cm",0,0,NA
"E3","V3FHI",24105,"6-8 cm",0,0,NA
"E3","V3FHI",24105,">8 cm",0,0,NA
"E3","V3FHI",24106,"<2 cm",0,0,NA
"E3","V3FHI",24106,"2-4 cm",0,0,NA
"E3","V3FHI",24106,"4-6 cm",0,0,NA
"E3","V3FHI",24106,"6-8 cm",0,0,NA
"E3","V3FHI",24106,">8 cm",0,0,NA
"E3","V3FHI",24107,"<2 cm",0,0,NA
"E3","V3FHI",24107,"2-4 cm",0,0,NA
"E3","V3FHI",24107,"4-6 cm",0,0,NA
"E3","V3FHI",24107,"6-8 cm",0,0,NA
"E3","V3FHI",24107,">8 cm",0,0,NA
"E3","V3FHI",24108,"<2 cm",0,0,NA
"E3","V3FHI",24108,"2-4 cm",0,0,NA
"E3","V3FHI",24108,"4-6 cm",0,0,NA
"E3","V3FHI",24108,"6-8 cm",0,0,NA
"E3","V3FHI",24108,">8 cm",0,0,NA
"E3","V3FHI",24109,"<2 cm",0,0,NA
"E3","V3FHI",24109,"2-4 cm",0,0,NA
"E3","V3FHI",24109,"4-6 cm",0,0,NA
"E3","V3FHI",24109,"6-8 cm",0,0,NA
"E3","V3FHI",24109,">8 cm",0,0,NA
"E3","V3FHI",24110,"<2 cm",0,0,NA
"E3","V3FHI",24110,"2-4 cm",0,0,NA
"E3","V3FHI",24110,"4-6 cm",0,0,NA
"E3","V3FHI",24110,"6-8 cm",0,0,NA
"E3","V3FHI",24110,">8 cm",0,0,NA
"E3","V3FHI",25101,"<2 cm",0,0,NA
"E3","V3FHI",25101,"2-4 cm",0,0,NA
"E3","V3FHI",25101,"4-6 cm",0,0,NA
"E3","V3FHI",25101,"6-8 cm",0,0,NA
"E3","V3FHI",25101,">8 cm",0,0,NA
"E3","V3FHI",25102,"<2 cm",0,0,NA
"E3","V3FHI",25102,"2-4 cm",0,0,NA
"E3","V3FHI",25102,"4-6 cm",0,0,NA
"E3","V3FHI",25102,"6-8 cm",0,0,NA
"E3","V3FHI",25102,">8 cm",0,0,NA
"E3","V3FHI",25103,"<2 cm",0,0,NA
"E3","V3FHI",25103,"2-4 cm",0,0,NA
"E3","V3FHI",25103,"4-6 cm",0,0,NA
"E3","V3FHI",25103,"6-8 cm",0,0,NA
"E3","V3FHI",25103,">8 cm",0,0,NA
"E3","V3FHI",25104,"<2 cm",0,0,NA
"E3","V3FHI",25104,"2-4 cm",0,0,NA
"E3","V3FHI",25104,"4-6 cm",0,0,NA
"E3","V3FHI",25104,"6-8 cm",0,0,NA
"E3","V3FHI",25104,">8 cm",0,0,NA
"E3","V3FHI",25105,"<2 cm",0,0,NA
"E3","V3FHI",25105,"2-4 cm",0,0,NA
"E3","V3FHI",25105,"4-6 cm",0,0,NA
"E3","V3FHI",25105,"6-8 cm",0,0,NA
"E3","V3FHI",25105,">8 cm",0,0,NA
"E3","V3FHI",25106,"<2 cm",0,0,NA
"E3","V3FHI",25106,"2-4 cm",0,0,NA
"E3","V3FHI",25106,"4-6 cm",0,0,NA
"E3","V3FHI",25106,"6-8 cm",0,0,NA
"E3","V3FHI",25106,">8 cm",0,0,NA
"E3","V3FHI",25107,"<2 cm",0,0,NA
"E3","V3FHI",25107,"2-4 cm",0,0,NA
"E3","V3FHI",25107,"4-6 cm",0,0,NA
"E3","V3FHI",25107,"6-8 cm",0,0,NA
"E3","V3FHI",25107,">8 cm",0,0,NA
"E3","V3FHI",25108,"<2 cm",0,0,NA
"E3","V3FHI",25108,"2-4 cm",0,0,NA
"E3","V3FHI",25108,"4-6 cm",0,0,NA
"E3","V3FHI",25108,"6-8 cm",0,0,NA
"E3","V3FHI",25108,">8 cm",0,0,NA
"E3","V3FHI",25109,"<2 cm",0,0,NA
"E3","V3FHI",25109,"2-4 cm",0,0,NA
"E3","V3FHI",25109,"4-6 cm",0,0,NA
"E3","V3FHI",25109,"6-8 cm",0,0,NA
"E3","V3FHI",25109,">8 cm",0,0,NA
"E3","V3FHI",25110,"<2 cm",0,0,NA
"E3","V3FHI",25110,"2-4 cm",0,0,NA
"E3","V3FHI",25110,"4-6 cm",0,0,NA
"E3","V3FHI",25110,"6-8 cm",0,0,NA
"E3","V3FHI",25110,">8 cm",0,0,NA
"E3","V3FHI",26101,"<2 cm",0,0,NA
"E3","V3FHI",26101,"2-4 cm",0,0,NA
"E3","V3FHI",26101,"4-6 cm",0,0,NA
"E3","V3FHI",26101,"6-8 cm",0,0,NA
"E3","V3FHI",26101,">8 cm",0,0,NA
"E3","V3FHI",26102,"<2 cm",0,0,NA
"E3","V3FHI",26102,"2-4 cm",0,0,NA
"E3","V3FHI",26102,"4-6 cm",0,0,NA
"E3","V3FHI",26102,"6-8 cm",0,0,NA
"E3","V3FHI",26102,">8 cm",0,0,NA
"E3","V3FHI",26103,"<2 cm",0,0,NA
"E3","V3FHI",26103,"2-4 cm",0,0,NA
"E3","V3FHI",26103,"4-6 cm",0,0,NA
"E3","V3FHI",26103,"6-8 cm",0,0,NA
"E3","V3FHI",26103,">8 cm",0,0,NA
"E3","V3FHI",26104,"<2 cm",0,0,NA
"E3","V3FHI",26104,"2-4 cm",0,0,NA
"E3","V3FHI",26104,"4-6 cm",0,0,NA
"E3","V3FHI",26104,"6-8 cm",0,0,NA
"E3","V3FHI",26104,">8 cm",0,0,NA
"E3","V3FHI",26105,"<2 cm",0,0,NA
"E3","V3FHI",26105,"2-4 cm",0,0,NA
"E3","V3FHI",26105,"4-6 cm",0,0,NA
"E3","V3FHI",26105,"6-8 cm",0,0,NA
"E3","V3FHI",26105,">8 cm",0,0,NA
"E3","V3FHI",26106,"<2 cm",0,0,NA
"E3","V3FHI",26106,"2-4 cm",0,0,NA
"E3","V3FHI",26106,"4-6 cm",0,0,NA
"E3","V3FHI",26106,"6-8 cm",0,0,NA
"E3","V3FHI",26106,">8 cm",0,0,NA
"E3","V3FHI",26107,"<2 cm",0,0,NA
"E3","V3FHI",26107,"2-4 cm",0,0,NA
"E3","V3FHI",26107,"4-6 cm",0,0,NA
"E3","V3FHI",26107,"6-8 cm",0,0,NA
"E3","V3FHI",26107,">8 cm",0,0,NA
"E3","V3FHI",26108,"<2 cm",0,0,NA
"E3","V3FHI",26108,"2-4 cm",0,0,NA
"E3","V3FHI",26108,"4-6 cm",0,0,NA
"E3","V3FHI",26108,"6-8 cm",0,0,NA
"E3","V3FHI",26108,">8 cm",0,0,NA
"E3","V3FHI",26109,"<2 cm",0,0,NA
"E3","V3FHI",26109,"2-4 cm",0,0,NA
"E3","V3FHI",26109,"4-6 cm",0,0,NA
"E3","V3FHI",26109,"6-8 cm",0,0,NA
"E3","V3FHI",26109,">8 cm",0,0,NA
"E3","V3FHI",26110,"<2 cm",0,0,NA
"E3","V3FHI",26110,"2-4 cm",0,0,NA
"E3","V3FHI",26110,"4-6 cm",0,0,NA
"E3","V3FHI",26110,"6-8 cm",0,0,NA
"E3","V3FHI",26110,">8 cm",0,0,NA
"E3","V3FHI",27101,"<2 cm",0,0,NA
"E3","V3FHI",27101,"2-4 cm",0,0,NA
"E3","V3FHI",27101,"4-6 cm",0,0,NA
"E3","V3FHI",27101,"6-8 cm",0,0,NA
"E3","V3FHI",27101,">8 cm",0,0,NA
"E3","V3FHI",27102,"<2 cm",0,0,NA
"E3","V3FHI",27102,"2-4 cm",0,0,NA
"E3","V3FHI",27102,"4-6 cm",0,0,NA
"E3","V3FHI",27102,"6-8 cm",0,0,NA
"E3","V3FHI",27102,">8 cm",0,0,NA
"E3","V3FHI",27103,"<2 cm",0,0,NA
"E3","V3FHI",27103,"2-4 cm",0,0,NA
"E3","V3FHI",27103,"4-6 cm",0,0,NA
"E3","V3FHI",27103,"6-8 cm",0,0,NA
"E3","V3FHI",27103,">8 cm",0,0,NA
"E3","V3FHI",27104,"<2 cm",0,0,NA
"E3","V3FHI",27104,"2-4 cm",0,0,NA
"E3","V3FHI",27104,"4-6 cm",0,0,NA
"E3","V3FHI",27104,"6-8 cm",0,0,NA
"E3","V3FHI",27104,">8 cm",0,0,NA
"E3","V3FHI",27105,"<2 cm",0,0,NA
"E3","V3FHI",27105,"2-4 cm",0,0,NA
"E3","V3FHI",27105,"4-6 cm",0,0,NA
"E3","V3FHI",27105,"6-8 cm",0,0,NA
"E3","V3FHI",27105,">8 cm",0,0,NA
"E3","V3FHI",27106,"<2 cm",0,0,NA
"E3","V3FHI",27106,"2-4 cm",0,0,NA
"E3","V3FHI",27106,"4-6 cm",0,0,NA
"E3","V3FHI",27106,"6-8 cm",0,0,NA
"E3","V3FHI",27106,">8 cm",0,0,NA
"E3","V3FHI",27107,"<2 cm",0,0,NA
"E3","V3FHI",27107,"2-4 cm",0,0,NA
"E3","V3FHI",27107,"4-6 cm",0,0,NA
"E3","V3FHI",27107,"6-8 cm",0,0,NA
"E3","V3FHI",27107,">8 cm",0,0,NA
"E3","V3FHI",27108,"<2 cm",0,0,NA
"E3","V3FHI",27108,"2-4 cm",0,0,NA
