"experiment_id","scenario","run_seed","height_zone","larvae","total_larvae","proportion"
"E3","V3D",9101,"2-4 cm",0,2250,0
"E3","V3D",9101,"4-6 cm",18,2250,0.008
"E3","V3D",9101,"6-8 cm",0,2250,0
"E3","V3D",9101,">8 cm",90,2250,0.04
"E3","V3D",9102,"<2 cm",940,1000,0.94
"E3","V3D",9102,"2-4 cm",4,1000,0.004
"E3","V3D",9102,"4-6 cm",12,1000,0.012
"E3","V3D",9102,"6-8 cm",0,1000,0
"E3","V3D",9102,">8 cm",44,1000,0.044
"E3","V3D",9103,"<2 cm",952,1000,0.952
"E3","V3D",9103,"2-4 cm",4,1000,0.004
"E3","V3D",9103,"4-6 cm",4,1000,0.004
"E3","V3D",9103,"6-8 cm",0,1000,0
"E3","V3D",9103,">8 cm",40,1000,0.04
"E3","V3D",9104,"<2 cm",960,1000,0.96
"E3","V3D",9104,"2-4 cm",0,1000,0
"E3","V3D",9104,"4-6 cm",4,1000,0.004
"E3","V3D",9104,"6-8 cm",0,1000,0
"E3","V3D",9104,">8 cm",36,1000,0.036
"E3","V3D",9105,"<2 cm",956,1000,0.956
"E3","V3D",9105,"2-4 cm",0,1000,0
"E3","V3D",9105,"4-6 cm",4,1000,0.004
"E3","V3D",9105,"6-8 cm",0,1000,0
"E3","V3D",9105,">8 cm",40,1000,0.04
"E3","V3D",9106,"<2 cm",944,1000,0.944
"E3","V3D",9106,"2-4 cm",8,1000,0.008
"E3","V3D",9106,"4-6 cm",0,1000,0
"E3","V3D",9106,"6-8 cm",0,1000,0
"E3","V3D",9106,">8 cm",48,1000,0.048
"E3","V3D",9107,"<2 cm",944,1000,0.944
"E3","V3D",9107,"2-4 cm",4,1000,0.004
"E3","V3D",9107,"4-6 cm",8,1000,0.008
"E3","V3D",9107,"6-8 cm",0,1000,0
"E3","V3D",9107,">8 cm",44,1000,0.044
"E3","V3D",9108,"<2 cm",956,1000,0.956
"E3","V3D",9108,"2-4 cm",4,1000,0.004
"E3","V3D",9108,"4-6 cm",0,1000,0
"E3","V3D",9108,"6-8 cm",0,1000,0
"E3","V3D",9108,">8 cm",40,1000,0.04
"E3","V3D",9109,"<2 cm",948,1000,0.948
"E3","V3D",9109,"2-4 cm",0,1000,0
"E3","V3D",9109,"4-6 cm",8,1000,0.008
"E3","V3D",9109,"6-8 cm",0,1000,0
"E3","V3D",9109,">8 cm",44,1000,0.044
"E3","V3D",9110,"<2 cm",956,1000,0.956
"E3","V3D",9110,"2-4 cm",4,1000,0.004
"E3","V3D",9110,"4-6 cm",4,1000,0.004
"E3","V3D",9110,"6-8 cm",0,1000,0
"E3","V3D",9110,">8 cm",36,1000,0.036
"E3","V3D",10101,"<2 cm",54,2250,0.024
"E3","V3D",10101,"2-4 cm",0,2250,0
"E3","V3D",10101,"4-6 cm",0,2250,0
"E3","V3D",10101,"6-8 cm",0,2250,0
"E3","V3D",10101,">8 cm",2196,2250,0.976
"E3","V3D",10102,"<2 cm",20,1000,0.02
"E3","V3D",10102,"2-4 cm",4,1000,0.004
"E3","V3D",10102,"4-6 cm",0,1000,0
"E3","V3D",10102,"6-8 cm",0,1000,0
"E3","V3D",10102,">8 cm",976,1000,0.976
"E3","V3D",10103,"<2 cm",24,1000,0.024
"E3","V3D",10103,"2-4 cm",0,1000,0
"E3","V3D",10103,"4-6 cm",0,1000,0
"E3","V3D",10103,"6-8 cm",0,1000,0
"E3","V3D",10103,">8 cm",976,1000,0.976
"E3","V3D",10104,"<2 cm",24,1000,0.024
"E3","V3D",10104,"2-4 cm",0,1000,0
"E3","V3D",10104,"4-6 cm",0,1000,0
"E3","V3D",10104,"6-8 cm",0,1000,0
"E3","V3D",10104,">8 cm",976,1000,0.976
"E3","V3D",10105,"<2 cm",20,1000,0.02
"E3","V3D",10105,"2-4 cm",0,1000,0
"E3","V3D",10105,"4-6 cm",4,1000,0.004
"E3","V3D",10105,"6-8 cm",0,1000,0
"E3","V3D",10105,">8 cm",976,1000,0.976
"E3","V3D",10106,"<2 cm",20,1000,0.02
"E3","V3D",10106,"2-4 cm",4,1000,0.004
"E3","V3D",10106,"4-6 cm",0,1000,0
"E3","V3D",10106,"6-8 cm",0,1000,0
"E3","V3D",10106,">8 cm",976,1000,0.976
"E3","V3D",10107,"<2 cm",28,1000,0.028
"E3","V3D",10107,"2-4 cm",0,1000,0
"E3","V3D",10107,"4-6 cm",0,1000,0
"E3","V3D",10107,"6-8 cm",0,1000,0
"E3","V3D",10107,">8 cm",972,1000,0.972
"E3","V3D",10108,"<2 cm",28,1000,0.028
"E3","V3D",10108,"2-4 cm",0,1000,0
"E3","V3D",10108,"4-6 cm",0,1000,0
"E3","V3D",10108,"6-8 cm",0,1000,0
"E3","V3D",10108,">8 cm",972,1000,0.972
"E3","V3D",10109,"<2 cm",24,1000,0.024
"E3","V3D",10109,"2-4 cm",0,1000,0
"E3","V3D",10109,"4-6 cm",0,1000,0
"E3","V3D",10109,"6-8 cm",0,1000,0
"E3","V3D",10109,">8 cm",976,1000,0.976
"E3","V3D",10110,"<2 cm",20,1000,0.02
"E3","V3D",10110,"2-4 cm",4,1000,0.004
"E3","V3D",10110,"4-6 cm",0,1000,0
"E3","V3D",10110,"6-8 cm",0,1000,0
"E3","V3D",10110,">8 cm",976,1000,0.976
"E3","V3D",11101,"<2 cm",909,2250,0.404
"E3","V3D",11101,"2-4 cm",162,2250,0.072
"E3","V3D",11101,"4-6 cm",891,2250,0.396
"E3","V3D",11101,"6-8 cm",234,2250,0.104
"E3","V3D",11101,">8 cm",54,2250,0.024
"E3","V3D",11102,"<2 cm",408,1000,0.408
"E3","V3D",11102,"2-4 cm",72,1000,0.072
"E3","V3D",11102,"4-6 cm",400,1000,0.4
"E3","V3D",11102,"6-8 cm",84,1000,0.084
"E3","V3D",11102,">8 cm",36,1000,0.036
"E3","V3D",11103,"<2 cm",420,1000,0.42
"E3","V3D",11103,"2-4 cm",88,1000,0.088
"E3","V3D",11103,"4-6 cm",360,1000,0.36
"E3","V3D",11103,"6-8 cm",88,1000,0.088
"E3","V3D",11103,">8 cm",44,1000,0.044
"E3","V3D",11104,"<2 cm",412,1000,0.412
"E3","V3D",11104,"2-4 cm",84,1000,0.084
"E3","V3D",11104,"4-6 cm",400,1000,0.4
"E3","V3D",11104,"6-8 cm",72,1000,0.072
"E3","V3D",11104,">8 cm",32,1000,0.032
"E3","V3D",11105,"<2 cm",372,1000,0.372
"E3","V3D",11105,"2-4 cm",60,1000,0.06
"E3","V3D",11105,"4-6 cm",432,1000,0.432
"E3","V3D",11105,"6-8 cm",104,1000,0.104
"E3","V3D",11105,">8 cm",32,1000,0.032
"E3","V3D",11106,"<2 cm",396,1000,0.396
"E3","V3D",11106,"2-4 cm",76,1000,0.076
"E3","V3D",11106,"4-6 cm",404,1000,0.404
"E3","V3D",11106,"6-8 cm",88,1000,0.088
"E3","V3D",11106,">8 cm",36,1000,0.036
"E3","V3D",11107,"<2 cm",348,1000,0.348
"E3","V3D",11107,"2-4 cm",72,1000,0.072
"E3","V3D",11107,"4-6 cm",404,1000,0.404
"E3","V3D",11107,"6-8 cm",100,1000,0.1
"E3","V3D",11107,">8 cm",76,1000,0.076
"E3","V3D",11108,"<2 cm",436,1000,0.436
"E3","V3D",11108,"2-4 cm",76,1000,0.076
"E3","V3D",11108,"4-6 cm",352,1000,0.352
"E3","V3D",11108,"6-8 cm",108,1000,0.108
"E3","V3D",11108,">8 cm",28,1000,0.028
"E3","V3D",11109,"<2 cm",364,1000,0.364
"E3","V3D",11109,"2-4 cm",88,1000,0.088
"E3","V3D",11109,"4-6 cm",404,1000,0.404
"E3","V3D",11109,"6-8 cm",96,1000,0.096
"E3","V3D",11109,">8 cm",48,1000,0.048
"E3","V3D",11110,"<2 cm",428,1000,0.428
"E3","V3D",11110,"2-4 cm",64,1000,0.064
"E3","V3D",11110,"4-6 cm",404,1000,0.404
"E3","V3D",11110,"6-8 cm",60,1000,0.06
"E3","V3D",11110,">8 cm",44,1000,0.044
"E3","V3D",12101,"<2 cm",27,2250,0.012
"E3","V3D",12101,"2-4 cm",0,2250,0
"E3","V3D",12101,"4-6 cm",0,2250,0
"E3","V3D",12101,"6-8 cm",0,2250,0
"E3","V3D",12101,">8 cm",2223,2250,0.988
"E3","V3D",12102,"<2 cm",12,1000,0.012
"E3","V3D",12102,"2-4 cm",0,1000,0
"E3","V3D",12102,"4-6 cm",0,1000,0
"E3","V3D",12102,"6-8 cm",0,1000,0
"E3","V3D",12102,">8 cm",988,1000,0.988
"E3","V3D",12103,"<2 cm",12,1000,0.012
"E3","V3D",12103,"2-4 cm",0,1000,0
"E3","V3D",12103,"4-6 cm",0,1000,0
"E3","V3D",12103,"6-8 cm",0,1000,0
"E3","V3D",12103,">8 cm",988,1000,0.988
"E3","V3D",12104,"<2 cm",12,1000,0.012
"E3","V3D",12104,"2-4 cm",0,1000,0
"E3","V3D",12104,"4-6 cm",0,1000,0
"E3","V3D",12104,"6-8 cm",0,1000,0
"E3","V3D",12104,">8 cm",988,1000,0.988
"E3","V3D",12105,"<2 cm",12,1000,0.012
"E3","V3D",12105,"2-4 cm",0,1000,0
"E3","V3D",12105,"4-6 cm",0,1000,0
"E3","V3D",12105,"6-8 cm",0,1000,0
"E3","V3D",12105,">8 cm",988,1000,0.988
"E3","V3D",12106,"<2 cm",12,1000,0.012
"E3","V3D",12106,"2-4 cm",0,1000,0
"E3","V3D",12106,"4-6 cm",0,1000,0
"E3","V3D",12106,"6-8 cm",0,1000,0
"E3","V3D",12106,">8 cm",988,1000,0.988
"E3","V3D",12107,"<2 cm",12,1000,0.012
"E3","V3D",12107,"2-4 cm",0,1000,0
"E3","V3D",12107,"4-6 cm",0,1000,0
"E3","V3D",12107,"6-8 cm",0,1000,0
"E3","V3D",12107,">8 cm",988,1000,0.988
"E3","V3D",12108,"<2 cm",12,1000,0.012
"E3","V3D",12108,"2-4 cm",0,1000,0
"E3","V3D",12108,"4-6 cm",0,1000,0
"E3","V3D",12108,"6-8 cm",0,1000,0
"E3","V3D",12108,">8 cm",988,1000,0.988
"E3","V3D",12109,"<2 cm",12,1000,0.012
"E3","V3D",12109,"2-4 cm",0,1000,0
"E3","V3D",12109,"4-6 cm",0,1000,0
"E3","V3D",12109,"6-8 cm",0,1000,0
"E3","V3D",12109,">8 cm",988,1000,0.988
"E3","V3D",12110,"<2 cm",12,1000,0.012
"E3","V3D",12110,"2-4 cm",0,1000,0
"E3","V3D",12110,"4-6 cm",0,1000,0
"E3","V3D",12110,"6-8 cm",0,1000,0
"E3","V3D",12110,">8 cm",988,1000,0.988
"E3","V3D",13101,"<2 cm",540,2250,0.24
"E3","V3D",13101,"2-4 cm",603,2250,0.268
"E3","V3D",13101,"4-6 cm",90,2250,0.04
"E3","V3D",13101,"6-8 cm",45,2250,0.02
"E3","V3D",13101,">8 cm",972,2250,0.432
"E3","V3D",13102,"<2 cm",248,1000,0.248
"E3","V3D",13102,"2-4 cm",300,1000,0.3
"E3","V3D",13102,"4-6 cm",52,1000,0.052
"E3","V3D",13102,"6-8 cm",8,1000,0.008
"E3","V3D",13102,">8 cm",392,1000,0.392
"E3","V3D",13103,"<2 cm",228,1000,0.228
"E3","V3D",13103,"2-4 cm",296,1000,0.296
"E3","V3D",13103,"4-6 cm",40,1000,0.04
"E3","V3D",13103,"6-8 cm",16,1000,0.016
"E3","V3D",13103,">8 cm",420,1000,0.42
"E3","V3D",13104,"<2 cm",224,1000,0.224
"E3","V3D",13104,"2-4 cm",252,1000,0.252
"E3","V3D",13104,"4-6 cm",40,1000,0.04
"E3","V3D",13104,"6-8 cm",16,1000,0.016
"E3","V3D",13104,">8 cm",468,1000,0.468
"E3","V3D",13105,"<2 cm",228,1000,0.228
"E3","V3D",13105,"2-4 cm",312,1000,0.312
"E3","V3D",13105,"4-6 cm",60,1000,0.06
"E3","V3D",13105,"6-8 cm",24,1000,0.024
"E3","V3D",13105,">8 cm",376,1000,0.376
"E3","V3D",13106,"<2 cm",220,1000,0.22
"E3","V3D",13106,"2-4 cm",284,1000,0.284
"E3","V3D",13106,"4-6 cm",36,1000,0.036
"E3","V3D",13106,"6-8 cm",24,1000,0.024
"E3","V3D",13106,">8 cm",436,1000,0.436
"E3","V3D",13107,"<2 cm",200,1000,0.2
"E3","V3D",13107,"2-4 cm",276,1000,0.276
"E3","V3D",13107,"4-6 cm",28,1000,0.028
"E3","V3D",13107,"6-8 cm",12,1000,0.012
"E3","V3D",13107,">8 cm",484,1000,0.484
"E3","V3D",13108,"<2 cm",216,1000,0.216
"E3","V3D",13108,"2-4 cm",260,1000,0.26
"E3","V3D",13108,"4-6 cm",24,1000,0.024
"E3","V3D",13108,"6-8 cm",12,1000,0.012
"E3","V3D",13108,">8 cm",488,1000,0.488
"E3","V3D",13109,"<2 cm",288,1000,0.288
"E3","V3D",13109,"2-4 cm",248,1000,0.248
"E3","V3D",13109,"4-6 cm",32,1000,0.032
"E3","V3D",13109,"6-8 cm",20,1000,0.02
"E3","V3D",13109,">8 cm",412,1000,0.412
"E3","V3D",13110,"<2 cm",236,1000,0.236
"E3","V3D",13110,"2-4 cm",316,1000,0.316
"E3","V3D",13110,"4-6 cm",40,1000,0.04
"E3","V3D",13110,"6-8 cm",12,1000,0.012
"E3","V3D",13110,">8 cm",396,1000,0.396
"E3","V3D",14101,"<2 cm",2169,2250,0.964
"E3","V3D",14101,"2-4 cm",0,2250,0
"E3","V3D",14101,"4-6 cm",0,2250,0
"E3","V3D",14101,"6-8 cm",0,2250,0
"E3","V3D",14101,">8 cm",81,2250,0.036
"E3","V3D",14102,"<2 cm",964,1000,0.964
"E3","V3D",14102,"2-4 cm",0,1000,0
"E3","V3D",14102,"4-6 cm",0,1000,0
"E3","V3D",14102,"6-8 cm",0,1000,0
"E3","V3D",14102,">8 cm",36,1000,0.036
"E3","V3D",14103,"<2 cm",964,1000,0.964
"E3","V3D",14103,"2-4 cm",0,1000,0
"E3","V3D",14103,"4-6 cm",0,1000,0
"E3","V3D",14103,"6-8 cm",0,1000,0
"E3","V3D",14103,">8 cm",36,1000,0.036
"E3","V3D",14104,"<2 cm",964,1000,0.964
"E3","V3D",14104,"2-4 cm",0,1000,0
"E3","V3D",14104,"4-6 cm",0,1000,0
"E3","V3D",14104,"6-8 cm",0,1000,0
"E3","V3D",14104,">8 cm",36,1000,0.036
"E3","V3D",14105,"<2 cm",964,1000,0.964
"E3","V3D",14105,"2-4 cm",0,1000,0
"E3","V3D",14105,"4-6 cm",0,1000,0
"E3","V3D",14105,"6-8 cm",0,1000,0
"E3","V3D",14105,">8 cm",36,1000,0.036
"E3","V3D",14106,"<2 cm",964,1000,0.964
"E3","V3D",14106,"2-4 cm",0,1000,0
"E3","V3D",14106,"4-6 cm",0,1000,0
"E3","V3D",14106,"6-8 cm",0,1000,0
"E3","V3D",14106,">8 cm",36,1000,0.036
"E3","V3D",14107,"<2 cm",964,1000,0.964
"E3","V3D",14107,"2-4 cm",0,1000,0
"E3","V3D",14107,"4-6 cm",0,1000,0
"E3","V3D",14107,"6-8 cm",0,1000,0
"E3","V3D",14107,">8 cm",36,1000,0.036
"E3","V3D",14108,"<2 cm",964,1000,0.964
"E3","V3D",14108,"2-4 cm",0,1000,0
"E3","V3D",14108,"4-6 cm",0,1000,0
"E3","V3D",14108,"6-8 cm",0,1000,0
"E3","V3D",14108,">8 cm",36,1000,0.036
"E3","V3D",14109,"<2 cm",964,1000,0.964
"E3","V3D",14109,"2-4 cm",0,1000,0
"E3","V3D",14109,"4-6 cm",0,1000,0
"E3","V3D",14109,"6-8 cm",0,1000,0
"E3","V3D",14109,">8 cm",36,1000,0.036
"E3","V3D",14110,"<2 cm",964,1000,0.964
"E3","V3D",14110,"2-4 cm",0,1000,0
"E3","V3D",14110,"4-6 cm",0,1000,0
"E3","V3D",14110,"6-8 cm",0,1000,0
"E3","V3D",14110,">8 cm",36,1000,0.036
"E3","V3D",15101,"<2 cm",2232,2250,0.992
"E3","V3D",15101,"2-4 cm",9,2250,0.004
"E3","V3D",15101,"4-6 cm",9,2250,0.004
"E3","V3D",15101,"6-8 cm",0,2250,0
"E3","V3D",15101,">8 cm",0,2250,0
"E3","V3D",15102,"<2 cm",992,1000,0.992
"E3","V3D",15102,"2-4 cm",0,1000,0
"E3","V3D",15102,"4-6 cm",0,1000,0
"E3","V3D",15102,"6-8 cm",8,1000,0.008
"E3","V3D",15102,">8 cm",0,1000,0
"E3","V3D",15103,"<2 cm",992,1000,0.992
"E3","V3D",15103,"2-4 cm",0,1000,0
"E3","V3D",15103,"4-6 cm",4,1000,0.004
"E3","V3D",15103,"6-8 cm",4,1000,0.004
"E3","V3D",15103,">8 cm",0,1000,0
"E3","V3D",15104,"<2 cm",988,1000,0.988
"E3","V3D",15104,"2-4 cm",8,1000,0.008
"E3","V3D",15104,"4-6 cm",4,1000,0.004
"E3","V3D",15104,"6-8 cm",0,1000,0
"E3","V3D",15104,">8 cm",0,1000,0
"E3","V3D",15105,"<2 cm",992,1000,0.992
"E3","V3D",15105,"2-4 cm",4,1000,0.004
"E3","V3D",15105,"4-6 cm",4,1000,0.004
"E3","V3D",15105,"6-8 cm",0,1000,0
"E3","V3D",15105,">8 cm",0,1000,0
"E3","V3D",15106,"<2 cm",992,1000,0.992
"E3","V3D",15106,"2-4 cm",4,1000,0.004
"E3","V3D",15106,"4-6 cm",0,1000,0
"E3","V3D",15106,"6-8 cm",0,1000,0
"E3","V3D",15106,">8 cm",4,1000,0.004
"E3","V3D",15107,"<2 cm",996,1000,0.996
"E3","V3D",15107,"2-4 cm",0,1000,0
"E3","V3D",15107,"4-6 cm",0,1000,0
"E3","V3D",15107,"6-8 cm",4,1000,0.004
"E3","V3D",15107,">8 cm",0,1000,0
"E3","V3D",15108,"<2 cm",984,1000,0.984
"E3","V3D",15108,"2-4 cm",0,1000,0
"E3","V3D",15108,"4-6 cm",4,1000,0.004
"E3","V3D",15108,"6-8 cm",4,1000,0.004
"E3","V3D",15108,">8 cm",8,1000,0.008
"E3","V3D",15109,"<2 cm",992,1000,0.992
"E3","V3D",15109,"2-4 cm",0,1000,0
"E3","V3D",15109,"4-6 cm",8,1000,0.008
"E3","V3D",15109,"6-8 cm",0,1000,0
"E3","V3D",15109,">8 cm",0,1000,0
"E3","V3D",15110,"<2 cm",996,1000,0.996
"E3","V3D",15110,"2-4 cm",0,1000,0
"E3","V3D",15110,"4-6 cm",0,1000,0
"E3","V3D",15110,"6-8 cm",4,1000,0.004
"E3","V3D",15110,">8 cm",0,1000,0
"E3","V3D",16101,"<2 cm",927,2250,0.412
"E3","V3D",16101,"2-4 cm",63,2250,0.028
"E3","V3D",16101,"4-6 cm",9,2250,0.004
"E3","V3D",16101,"6-8 cm",144,2250,0.064
"E3","V3D",16101,">8 cm",1107,2250,0.492
"E3","V3D",16102,"<2 cm",436,1000,0.436
"E3","V3D",16102,"2-4 cm",40,1000,0.04
"E3","V3D",16102,"4-6 cm",8,1000,0.008
"E3","V3D",16102,"6-8 cm",44,1000,0.044
"E3","V3D",16102,">8 cm",472,1000,0.472
"E3","V3D",16103,"<2 cm",404,1000,0.404
"E3","V3D",16103,"2-4 cm",44,1000,0.044
"E3","V3D",16103,"4-6 cm",12,1000,0.012
"E3","V3D",16103,"6-8 cm",32,1000,0.032
"E3","V3D",16103,">8 cm",508,1000,0.508
"E3","V3D",16104,"<2 cm",432,1000,0.432
"E3","V3D",16104,"2-4 cm",24,1000,0.024
"E3","V3D",16104,"4-6 cm",4,1000,0.004
"E3","V3D",16104,"6-8 cm",56,1000,0.056
"E3","V3D",16104,">8 cm",484,1000,0.484
"E3","V3D",16105,"<2 cm",436,1000,0.436
"E3","V3D",16105,"2-4 cm",64,1000,0.064
"E3","V3D",16105,"4-6 cm",0,1000,0
"E3","V3D",16105,"6-8 cm",44,1000,0.044
"E3","V3D",16105,">8 cm",456,1000,0.456
"E3","V3D",16106,"<2 cm",472,1000,0.472
"E3","V3D",16106,"2-4 cm",52,1000,0.052
"E3","V3D",16106,"4-6 cm",4,1000,0.004
"E3","V3D",16106,"6-8 cm",40,1000,0.04
"E3","V3D",16106,">8 cm",432,1000,0.432
"E3","V3D",16107,"<2 cm",444,1000,0.444
"E3","V3D",16107,"2-4 cm",32,1000,0.032
"E3","V3D",16107,"4-6 cm",4,1000,0.004
"E3","V3D",16107,"6-8 cm",44,1000,0.044
"E3","V3D",16107,">8 cm",476,1000,0.476
"E3","V3D",16108,"<2 cm",432,1000,0.432
"E3","V3D",16108,"2-4 cm",48,1000,0.048
"E3","V3D",16108,"4-6 cm",4,1000,0.004
"E3","V3D",16108,"6-8 cm",44,1000,0.044
"E3","V3D",16108,">8 cm",472,1000,0.472
"E3","V3D",16109,"<2 cm",480,1000,0.48
"E3","V3D",16109,"2-4 cm",60,1000,0.06
"E3","V3D",16109,"4-6 cm",0,1000,0
"E3","V3D",16109,"6-8 cm",40,1000,0.04
"E3","V3D",16109,">8 cm",420,1000,0.42
"E3","V3D",16110,"<2 cm",436,1000,0.436
"E3","V3D",16110,"2-4 cm",56,1000,0.056
"E3","V3D",16110,"4-6 cm",4,1000,0.004
"E3","V3D",16110,"6-8 cm",40,1000,0.04
"E3","V3D",16110,">8 cm",464,1000,0.464
"E3","V3D",17101,"<2 cm",1683,2250,0.748
"E3","V3D",17101,"2-4 cm",18,2250,0.008
"E3","V3D",17101,"4-6 cm",135,2250,0.06
"E3","V3D",17101,"6-8 cm",153,2250,0.068
"E3","V3D",17101,">8 cm",261,2250,0.116
"E3","V3D",17102,"<2 cm",796,1000,0.796
"E3","V3D",17102,"2-4 cm",0,1000,0
"E3","V3D",17102,"4-6 cm",28,1000,0.028
"E3","V3D",17102,"6-8 cm",76,1000,0.076
"E3","V3D",17102,">8 cm",100,1000,0.1
"E3","V3D",17103,"<2 cm",780,1000,0.78
"E3","V3D",17103,"2-4 cm",4,1000,0.004
"E3","V3D",17103,"4-6 cm",48,1000,0.048
"E3","V3D",17103,"6-8 cm",60,1000,0.06
"E3","V3D",17103,">8 cm",108,1000,0.108
"E3","V3D",17104,"<2 cm",828,1000,0.828
"E3","V3D",17104,"2-4 cm",4,1000,0.004
"E3","V3D",17104,"4-6 cm",56,1000,0.056
"E3","V3D",17104,"6-8 cm",52,1000,0.052
"E3","V3D",17104,">8 cm",60,1000,0.06
"E3","V3D",17105,"<2 cm",816,1000,0.816
"E3","V3D",17105,"2-4 cm",12,1000,0.012
"E3","V3D",17105,"4-6 cm",52,1000,0.052
"E3","V3D",17105,"6-8 cm",48,1000,0.048
"E3","V3D",17105,">8 cm",72,1000,0.072
"E3","V3D",17106,"<2 cm",756,1000,0.756
"E3","V3D",17106,"2-4 cm",8,1000,0.008
"E3","V3D",17106,"4-6 cm",80,1000,0.08
"E3","V3D",17106,"6-8 cm",92,1000,0.092
"E3","V3D",17106,">8 cm",64,1000,0.064
"E3","V3D",17107,"<2 cm",780,1000,0.78
"E3","V3D",17107,"2-4 cm",16,1000,0.016
"E3","V3D",17107,"4-6 cm",68,1000,0.068
"E3","V3D",17107,"6-8 cm",68,1000,0.068
"E3","V3D",17107,">8 cm",68,1000,0.068
"E3","V3D",17108,"<2 cm",808,1000,0.808
"E3","V3D",17108,"2-4 cm",8,1000,0.008
"E3","V3D",17108,"4-6 cm",36,1000,0.036
"E3","V3D",17108,"6-8 cm",76,1000,0.076
"E3","V3D",17108,">8 cm",72,1000,0.072
"E3","V3D",17109,"<2 cm",780,1000,0.78
"E3","V3D",17109,"2-4 cm",8,1000,0.008
"E3","V3D",17109,"4-6 cm",68,1000,0.068
"E3","V3D",17109,"6-8 cm",60,1000,0.06
"E3","V3D",17109,">8 cm",84,1000,0.084
"E3","V3D",17110,"<2 cm",748,1000,0.748
"E3","V3D",17110,"2-4 cm",0,1000,0
"E3","V3D",17110,"4-6 cm",56,1000,0.056
"E3","V3D",17110,"6-8 cm",72,1000,0.072
"E3","V3D",17110,">8 cm",124,1000,0.124
"E3","V3D",18101,"<2 cm",2196,2250,0.976
"E3","V3D",18101,"2-4 cm",0,2250,0
"E3","V3D",18101,"4-6 cm",9,2250,0.004
"E3","V3D",18101,"6-8 cm",0,2250,0
"E3","V3D",18101,">8 cm",45,2250,0.02
"E3","V3D",18102,"<2 cm",976,1000,0.976
"E3","V3D",18102,"2-4 cm",0,1000,0
"E3","V3D",18102,"4-6 cm",0,1000,0
"E3","V3D",18102,"6-8 cm",0,1000,0
"E3","V3D",18102,">8 cm",24,1000,0.024
"E3","V3D",18103,"<2 cm",976,1000,0.976
"E3","V3D",18103,"2-4 cm",0,1000,0
"E3","V3D",18103,"4-6 cm",0,1000,0
"E3","V3D",18103,"6-8 cm",0,1000,0
"E3","V3D",18103,">8 cm",24,1000,0.024
"E3","V3D",18104,"<2 cm",976,1000,0.976
"E3","V3D",18104,"2-4 cm",0,1000,0
"E3","V3D",18104,"4-6 cm",0,1000,0
"E3","V3D",18104,"6-8 cm",0,1000,0
"E3","V3D",18104,">8 cm",24,1000,0.024
"E3","V3D",18105,"<2 cm",980,1000,0.98
"E3","V3D",18105,"2-4 cm",0,1000,0
"E3","V3D",18105,"4-6 cm",0,1000,0
"E3","V3D",18105,"6-8 cm",0,1000,0
"E3","V3D",18105,">8 cm",20,1000,0.02
"E3","V3D",18106,"<2 cm",976,1000,0.976
"E3","V3D",18106,"2-4 cm",0,1000,0
"E3","V3D",18106,"4-6 cm",0,1000,0
"E3","V3D",18106,"6-8 cm",0,1000,0
"E3","V3D",18106,">8 cm",24,1000,0.024
"E3","V3D",18107,"<2 cm",976,1000,0.976
"E3","V3D",18107,"2-4 cm",0,1000,0
"E3","V3D",18107,"4-6 cm",4,1000,0.004
"E3","V3D",18107,"6-8 cm",0,1000,0
"E3","V3D",18107,">8 cm",20,1000,0.02
"E3","V3D",18108,"<2 cm",980,1000,0.98
"E3","V3D",18108,"2-4 cm",0,1000,0
"E3","V3D",18108,"4-6 cm",0,1000,0
"E3","V3D",18108,"6-8 cm",0,1000,0
"E3","V3D",18108,">8 cm",20,1000,0.02
"E3","V3D",18109,"<2 cm",976,1000,0.976
"E3","V3D",18109,"2-4 cm",0,1000,0
"E3","V3D",18109,"4-6 cm",0,1000,0
"E3","V3D",18109,"6-8 cm",0,1000,0
"E3","V3D",18109,">8 cm",24,1000,0.024
"E3","V3D",18110,"<2 cm",976,1000,0.976
"E3","V3D",18110,"2-4 cm",0,1000,0
"E3","V3D",18110,"4-6 cm",4,1000,0.004
"E3","V3D",18110,"6-8 cm",0,1000,0
"E3","V3D",18110,">8 cm",20,1000,0.02
"E3","V3D",19101,"<2 cm",2079,2250,0.924
"E3","V3D",19101,"2-4 cm",0,2250,0
"E3","V3D",19101,"4-6 cm",0,2250,0
"E3","V3D",19101,"6-8 cm",0,2250,0
"E3","V3D",19101,">8 cm",171,2250,0.076
"E3","V3D",19102,"<2 cm",924,1000,0.924
"E3","V3D",19102,"2-4 cm",0,1000,0
"E3","V3D",19102,"4-6 cm",0,1000,0
"E3","V3D",19102,"6-8 cm",0,1000,0
"E3","V3D",19102,">8 cm",76,1000,0.076
"E3","V3D",19103,"<2 cm",924,1000,0.924
"E3","V3D",19103,"2-4 cm",0,1000,0
"E3","V3D",19103,"4-6 cm",0,1000,0
"E3","V3D",19103,"6-8 cm",0,1000,0
"E3","V3D",19103,">8 cm",76,1000,0.076
"E3","V3D",19104,"<2 cm",916,1000,0.916
"E3","V3D",19104,"2-4 cm",4,1000,0.004
"E3","V3D",19104,"4-6 cm",0,1000,0
"E3","V3D",19104,"6-8 cm",0,1000,0
"E3","V3D",19104,">8 cm",80,1000,0.08
"E3","V3D",19105,"<2 cm",928,1000,0.928
"E3","V3D",19105,"2-4 cm",0,1000,0
