"experiment_id","scenario","run_seed","horizontal_zone","larvae","total_larvae","proportion"
"E3","V3A",1101,"zone1 (nearest)",1863,2250,0.828
"E3","V3A",1101,"zone2",216,2250,0.096
"E3","V3A",1101,"zone3",126,2250,0.056
"E3","V3A",1101,"zone4",36,2250,0.016
"E3","V3A",1101,"zone5 (farthest)",9,2250,0.004
"E3","V3A",1102,"zone1 (nearest)",836,1000,0.836
"E3","V3A",1102,"zone2",80,1000,0.08
"E3","V3A",1102,"zone3",40,1000,0.04
"E3","V3A",1102,"zone4",28,1000,0.028
"E3","V3A",1102,"zone5 (farthest)",16,1000,0.016
"E3","V3A",1103,"zone1 (nearest)",848,1000,0.848
"E3","V3A",1103,"zone2",68,1000,0.068
"E3","V3A",1103,"zone3",44,1000,0.044
"E3","V3A",1103,"zone4",32,1000,0.032
"E3","V3A",1103,"zone5 (farthest)",8,1000,0.008
"E3","V3A",1104,"zone1 (nearest)",876,1000,0.876
"E3","V3A",1104,"zone2",68,1000,0.068
"E3","V3A",1104,"zone3",40,1000,0.04
"E3","V3A",1104,"zone4",8,1000,0.008
"E3","V3A",1104,"zone5 (farthest)",8,1000,0.008
"E3","V3A",1105,"zone1 (nearest)",820,1000,0.82
"E3","V3A",1105,"zone2",116,1000,0.116
"E3","V3A",1105,"zone3",40,1000,0.04
"E3","V3A",1105,"zone4",12,1000,0.012
"E3","V3A",1105,"zone5 (farthest)",12,1000,0.012
"E3","V3A",1106,"zone1 (nearest)",856,1000,0.856
"E3","V3A",1106,"zone2",64,1000,0.064
"E3","V3A",1106,"zone3",68,1000,0.068
"E3","V3A",1106,"zone4",8,1000,0.008
"E3","V3A",1106,"zone5 (farthest)",4,1000,0.004
"E3","V3A",1107,"zone1 (nearest)",856,1000,0.856
"E3","V3A",1107,"zone2",84,1000,0.084
"E3","V3A",1107,"zone3",32,1000,0.032
"E3","V3A",1107,"zone4",16,1000,0.016
"E3","V3A",1107,"zone5 (farthest)",12,1000,0.012
"E3","V3A",1108,"zone1 (nearest)",820,1000,0.82
"E3","V3A",1108,"zone2",120,1000,0.12
"E3","V3A",1108,"zone3",36,1000,0.036
"E3","V3A",1108,"zone4",24,1000,0.024
"E3","V3A",1108,"zone5 (farthest)",0,1000,0
"E3","V3A",1109,"zone1 (nearest)",828,1000,0.828
"E3","V3A",1109,"zone2",112,1000,0.112
"E3","V3A",1109,"zone3",40,1000,0.04
"E3","V3A",1109,"zone4",16,1000,0.016
"E3","V3A",1109,"zone5 (farthest)",4,1000,0.004
"E3","V3A",1110,"zone1 (nearest)",864,1000,0.864
"E3","V3A",1110,"zone2",80,1000,0.08
"E3","V3A",1110,"zone3",40,1000,0.04
"E3","V3A",1110,"zone4",12,1000,0.012
"E3","V3A",1110,"zone5 (farthest)",4,1000,0.004
"E3","V3A",2101,"zone1 (nearest)",1701,2250,0.756
"E3","V3A",2101,"zone2",234,2250,0.104
"E3","V3A",2101,"zone3",99,2250,0.044
"E3","V3A",2101,"zone4",72,2250,0.032
"E3","V3A",2101,"zone5 (farthest)",144,2250,0.064
"E3","V3A",2102,"zone1 (nearest)",780,1000,0.78
"E3","V3A",2102,"zone2",100,1000,0.1
"E3","V3A",2102,"zone3",36,1000,0.036
"E3","V3A",2102,"zone4",40,1000,0.04
"E3","V3A",2102,"zone5 (farthest)",44,1000,0.044
"E3","V3A",2103,"zone1 (nearest)",724,1000,0.724
"E3","V3A",2103,"zone2",108,1000,0.108
"E3","V3A",2103,"zone3",72,1000,0.072
"E3","V3A",2103,"zone4",32,1000,0.032
"E3","V3A",2103,"zone5 (farthest)",64,1000,0.064
"E3","V3A",2104,"zone1 (nearest)",800,1000,0.8
"E3","V3A",2104,"zone2",100,1000,0.1
"E3","V3A",2104,"zone3",44,1000,0.044
"E3","V3A",2104,"zone4",32,1000,0.032
"E3","V3A",2104,"zone5 (farthest)",24,1000,0.024
"E3","V3A",2105,"zone1 (nearest)",736,1000,0.736
"E3","V3A",2105,"zone2",104,1000,0.104
"E3","V3A",2105,"zone3",48,1000,0.048
"E3","V3A",2105,"zone4",40,1000,0.04
"E3","V3A",2105,"zone5 (farthest)",72,1000,0.072
"E3","V3A",2106,"zone1 (nearest)",752,1000,0.752
"E3","V3A",2106,"zone2",144,1000,0.144
"E3","V3A",2106,"zone3",20,1000,0.02
"E3","V3A",2106,"zone4",32,1000,0.032
"E3","V3A",2106,"zone5 (farthest)",52,1000,0.052
"E3","V3A",2107,"zone1 (nearest)",800,1000,0.8
"E3","V3A",2107,"zone2",80,1000,0.08
"E3","V3A",2107,"zone3",36,1000,0.036
"E3","V3A",2107,"zone4",24,1000,0.024
"E3","V3A",2107,"zone5 (farthest)",60,1000,0.06
"E3","V3A",2108,"zone1 (nearest)",732,1000,0.732
"E3","V3A",2108,"zone2",128,1000,0.128
"E3","V3A",2108,"zone3",40,1000,0.04
"E3","V3A",2108,"zone4",32,1000,0.032
"E3","V3A",2108,"zone5 (farthest)",68,1000,0.068
"E3","V3A",2109,"zone1 (nearest)",780,1000,0.78
"E3","V3A",2109,"zone2",104,1000,0.104
"E3","V3A",2109,"zone3",40,1000,0.04
"E3","V3A",2109,"zone4",24,1000,0.024
"E3","V3A",2109,"zone5 (farthest)",52,1000,0.052
"E3","V3A",2110,"zone1 (nearest)",744,1000,0.744
"E3","V3A",2110,"zone2",112,1000,0.112
"E3","V3A",2110,"zone3",40,1000,0.04
"E3","V3A",2110,"zone4",44,1000,0.044
"E3","V3A",2110,"zone5 (farthest)",60,1000,0.06
"E3","V3A",3101,"zone1 (nearest)",1917,2250,0.852
"E3","V3A",3101,"zone2",180,2250,0.08
"E3","V3A",3101,"zone3",72,2250,0.032
"E3","V3A",3101,"zone4",45,2250,0.02
"E3","V3A",3101,"zone5 (farthest)",36,2250,0.016
"E3","V3A",3102,"zone1 (nearest)",872,1000,0.872
"E3","V3A",3102,"zone2",72,1000,0.072
"E3","V3A",3102,"zone3",28,1000,0.028
"E3","V3A",3102,"zone4",0,1000,0
"E3","V3A",3102,"zone5 (farthest)",28,1000,0.028
"E3","V3A",3103,"zone1 (nearest)",876,1000,0.876
"E3","V3A",3103,"zone2",76,1000,0.076
"E3","V3A",3103,"zone3",24,1000,0.024
"E3","V3A",3103,"zone4",4,1000,0.004
"E3","V3A",3103,"zone5 (farthest)",20,1000,0.02
"E3","V3A",3104,"zone1 (nearest)",900,1000,0.9
"E3","V3A",3104,"zone2",72,1000,0.072
"E3","V3A",3104,"zone3",4,1000,0.004
"E3","V3A",3104,"zone4",8,1000,0.008
"E3","V3A",3104,"zone5 (farthest)",16,1000,0.016
"E3","V3A",3105,"zone1 (nearest)",876,1000,0.876
"E3","V3A",3105,"zone2",68,1000,0.068
"E3","V3A",3105,"zone3",24,1000,0.024
"E3","V3A",3105,"zone4",24,1000,0.024
"E3","V3A",3105,"zone5 (farthest)",8,1000,0.008
"E3","V3A",3106,"zone1 (nearest)",864,1000,0.864
"E3","V3A",3106,"zone2",84,1000,0.084
"E3","V3A",3106,"zone3",28,1000,0.028
"E3","V3A",3106,"zone4",8,1000,0.008
"E3","V3A",3106,"zone5 (farthest)",16,1000,0.016
"E3","V3A",3107,"zone1 (nearest)",884,1000,0.884
"E3","V3A",3107,"zone2",68,1000,0.068
"E3","V3A",3107,"zone3",28,1000,0.028
"E3","V3A",3107,"zone4",4,1000,0.004
"E3","V3A",3107,"zone5 (farthest)",16,1000,0.016
"E3","V3A",3108,"zone1 (nearest)",864,1000,0.864
"E3","V3A",3108,"zone2",84,1000,0.084
"E3","V3A",3108,"zone3",24,1000,0.024
"E3","V3A",3108,"zone4",20,1000,0.02
"E3","V3A",3108,"zone5 (farthest)",8,1000,0.008
"E3","V3A",3109,"zone1 (nearest)",876,1000,0.876
"E3","V3A",3109,"zone2",84,1000,0.084
"E3","V3A",3109,"zone3",20,1000,0.02
"E3","V3A",3109,"zone4",8,1000,0.008
"E3","V3A",3109,"zone5 (farthest)",12,1000,0.012
"E3","V3A",3110,"zone1 (nearest)",868,1000,0.868
"E3","V3A",3110,"zone2",60,1000,0.06
"E3","V3A",3110,"zone3",32,1000,0.032
"E3","V3A",3110,"zone4",28,1000,0.028
"E3","V3A",3110,"zone5 (farthest)",12,1000,0.012
"E3","V3A",4101,"zone1 (nearest)",1917,2250,0.852
"E3","V3A",4101,"zone2",54,2250,0.024
"E3","V3A",4101,"zone3",99,2250,0.044
"E3","V3A",4101,"zone4",63,2250,0.028
"E3","V3A",4101,"zone5 (farthest)",117,2250,0.052
"E3","V3A",4102,"zone1 (nearest)",836,1000,0.836
"E3","V3A",4102,"zone2",40,1000,0.04
"E3","V3A",4102,"zone3",44,1000,0.044
"E3","V3A",4102,"zone4",28,1000,0.028
"E3","V3A",4102,"zone5 (farthest)",52,1000,0.052
"E3","V3A",4103,"zone1 (nearest)",828,1000,0.828
"E3","V3A",4103,"zone2",36,1000,0.036
"E3","V3A",4103,"zone3",40,1000,0.04
"E3","V3A",4103,"zone4",44,1000,0.044
"E3","V3A",4103,"zone5 (farthest)",52,1000,0.052
"E3","V3A",4104,"zone1 (nearest)",820,1000,0.82
"E3","V3A",4104,"zone2",40,1000,0.04
"E3","V3A",4104,"zone3",48,1000,0.048
"E3","V3A",4104,"zone4",28,1000,0.028
"E3","V3A",4104,"zone5 (farthest)",64,1000,0.064
"E3","V3A",4105,"zone1 (nearest)",812,1000,0.812
"E3","V3A",4105,"zone2",24,1000,0.024
"E3","V3A",4105,"zone3",44,1000,0.044
"E3","V3A",4105,"zone4",52,1000,0.052
"E3","V3A",4105,"zone5 (farthest)",68,1000,0.068
"E3","V3A",4106,"zone1 (nearest)",856,1000,0.856
"E3","V3A",4106,"zone2",8,1000,0.008
"E3","V3A",4106,"zone3",56,1000,0.056
"E3","V3A",4106,"zone4",28,1000,0.028
"E3","V3A",4106,"zone5 (farthest)",52,1000,0.052
"E3","V3A",4107,"zone1 (nearest)",844,1000,0.844
"E3","V3A",4107,"zone2",28,1000,0.028
"E3","V3A",4107,"zone3",24,1000,0.024
"E3","V3A",4107,"zone4",44,1000,0.044
"E3","V3A",4107,"zone5 (farthest)",60,1000,0.06
"E3","V3A",4108,"zone1 (nearest)",816,1000,0.816
"E3","V3A",4108,"zone2",20,1000,0.02
"E3","V3A",4108,"zone3",56,1000,0.056
"E3","V3A",4108,"zone4",52,1000,0.052
"E3","V3A",4108,"zone5 (farthest)",56,1000,0.056
"E3","V3A",4109,"zone1 (nearest)",832,1000,0.832
"E3","V3A",4109,"zone2",24,1000,0.024
"E3","V3A",4109,"zone3",40,1000,0.04
"E3","V3A",4109,"zone4",32,1000,0.032
"E3","V3A",4109,"zone5 (farthest)",72,1000,0.072
"E3","V3A",4110,"zone1 (nearest)",868,1000,0.868
"E3","V3A",4110,"zone2",24,1000,0.024
"E3","V3A",4110,"zone3",44,1000,0.044
"E3","V3A",4110,"zone4",36,1000,0.036
"E3","V3A",4110,"zone5 (farthest)",28,1000,0.028
"E3","V3A",5101,"zone1 (nearest)",1953,2250,0.868
"E3","V3A",5101,"zone2",126,2250,0.056
"E3","V3A",5101,"zone3",45,2250,0.02
"E3","V3A",5101,"zone4",81,2250,0.036
"E3","V3A",5101,"zone5 (farthest)",45,2250,0.02
"E3","V3A",5102,"zone1 (nearest)",852,1000,0.852
"E3","V3A",5102,"zone2",56,1000,0.056
"E3","V3A",5102,"zone3",28,1000,0.028
"E3","V3A",5102,"zone4",56,1000,0.056
"E3","V3A",5102,"zone5 (farthest)",8,1000,0.008
"E3","V3A",5103,"zone1 (nearest)",884,1000,0.884
"E3","V3A",5103,"zone2",68,1000,0.068
"E3","V3A",5103,"zone3",24,1000,0.024
"E3","V3A",5103,"zone4",8,1000,0.008
"E3","V3A",5103,"zone5 (farthest)",16,1000,0.016
"E3","V3A",5104,"zone1 (nearest)",872,1000,0.872
"E3","V3A",5104,"zone2",32,1000,0.032
"E3","V3A",5104,"zone3",32,1000,0.032
"E3","V3A",5104,"zone4",36,1000,0.036
"E3","V3A",5104,"zone5 (farthest)",28,1000,0.028
"E3","V3A",5105,"zone1 (nearest)",880,1000,0.88
"E3","V3A",5105,"zone2",64,1000,0.064
"E3","V3A",5105,"zone3",16,1000,0.016
"E3","V3A",5105,"zone4",24,1000,0.024
"E3","V3A",5105,"zone5 (farthest)",16,1000,0.016
"E3","V3A",5106,"zone1 (nearest)",876,1000,0.876
"E3","V3A",5106,"zone2",52,1000,0.052
"E3","V3A",5106,"zone3",28,1000,0.028
"E3","V3A",5106,"zone4",36,1000,0.036
"E3","V3A",5106,"zone5 (farthest)",8,1000,0.008
"E3","V3A",5107,"zone1 (nearest)",852,1000,0.852
"E3","V3A",5107,"zone2",56,1000,0.056
"E3","V3A",5107,"zone3",32,1000,0.032
"E3","V3A",5107,"zone4",44,1000,0.044
"E3","V3A",5107,"zone5 (farthest)",16,1000,0.016
"E3","V3A",5108,"zone1 (nearest)",860,1000,0.86
"E3","V3A",5108,"zone2",48,1000,0.048
"E3","V3A",5108,"zone3",36,1000,0.036
"E3","V3A",5108,"zone4",44,1000,0.044
"E3","V3A",5108,"zone5 (farthest)",12,1000,0.012
"E3","V3A",5109,"zone1 (nearest)",852,1000,0.852
"E3","V3A",5109,"zone2",68,1000,0.068
"E3","V3A",5109,"zone3",36,1000,0.036
"E3","V3A",5109,"zone4",24,1000,0.024
"E3","V3A",5109,"zone5 (farthest)",20,1000,0.02
"E3","V3A",5110,"zone1 (nearest)",860,1000,0.86
"E3","V3A",5110,"zone2",52,1000,0.052
"E3","V3A",5110,"zone3",24,1000,0.024
"E3","V3A",5110,"zone4",32,1000,0.032
"E3","V3A",5110,"zone5 (farthest)",32,1000,0.032
"E3","V3A",6101,"zone1 (nearest)",1530,2250,0.68
"E3","V3A",6101,"zone2",216,2250,0.096
"E3","V3A",6101,"zone3",234,2250,0.104
"E3","V3A",6101,"zone4",126,2250,0.056
"E3","V3A",6101,"zone5 (farthest)",144,2250,0.064
"E3","V3A",6102,"zone1 (nearest)",648,1000,0.648
"E3","V3A",6102,"zone2",88,1000,0.088
"E3","V3A",6102,"zone3",104,1000,0.104
"E3","V3A",6102,"zone4",84,1000,0.084
"E3","V3A",6102,"zone5 (farthest)",76,1000,0.076
"E3","V3A",6103,"zone1 (nearest)",612,1000,0.612
"E3","V3A",6103,"zone2",64,1000,0.064
"E3","V3A",6103,"zone3",136,1000,0.136
"E3","V3A",6103,"zone4",100,1000,0.1
"E3","V3A",6103,"zone5 (farthest)",88,1000,0.088
"E3","V3A",6104,"zone1 (nearest)",728,1000,0.728
"E3","V3A",6104,"zone2",108,1000,0.108
"E3","V3A",6104,"zone3",72,1000,0.072
"E3","V3A",6104,"zone4",60,1000,0.06
"E3","V3A",6104,"zone5 (farthest)",32,1000,0.032
"E3","V3A",6105,"zone1 (nearest)",720,1000,0.72
"E3","V3A",6105,"zone2",68,1000,0.068
"E3","V3A",6105,"zone3",72,1000,0.072
"E3","V3A",6105,"zone4",76,1000,0.076
"E3","V3A",6105,"zone5 (farthest)",64,1000,0.064
"E3","V3A",6106,"zone1 (nearest)",668,1000,0.668
"E3","V3A",6106,"zone2",96,1000,0.096
"E3","V3A",6106,"zone3",92,1000,0.092
"E3","V3A",6106,"zone4",88,1000,0.088
"E3","V3A",6106,"zone5 (farthest)",56,1000,0.056
"E3","V3A",6107,"zone1 (nearest)",692,1000,0.692
"E3","V3A",6107,"zone2",88,1000,0.088
"E3","V3A",6107,"zone3",76,1000,0.076
"E3","V3A",6107,"zone4",92,1000,0.092
"E3","V3A",6107,"zone5 (farthest)",52,1000,0.052
"E3","V3A",6108,"zone1 (nearest)",684,1000,0.684
"E3","V3A",6108,"zone2",84,1000,0.084
"E3","V3A",6108,"zone3",68,1000,0.068
"E3","V3A",6108,"zone4",64,1000,0.064
"E3","V3A",6108,"zone5 (farthest)",100,1000,0.1
"E3","V3A",6109,"zone1 (nearest)",668,1000,0.668
"E3","V3A",6109,"zone2",68,1000,0.068
"E3","V3A",6109,"zone3",112,1000,0.112
"E3","V3A",6109,"zone4",52,1000,0.052
"E3","V3A",6109,"zone5 (farthest)",100,1000,0.1
"E3","V3A",6110,"zone1 (nearest)",704,1000,0.704
"E3","V3A",6110,"zone2",84,1000,0.084
"E3","V3A",6110,"zone3",88,1000,0.088
"E3","V3A",6110,"zone4",72,1000,0.072
"E3","V3A",6110,"zone5 (farthest)",52,1000,0.052
"E3","V3A",7101,"zone1 (nearest)",2052,2250,0.912
"E3","V3A",7101,"zone2",63,2250,0.028
"E3","V3A",7101,"zone3",63,2250,0.028
"E3","V3A",7101,"zone4",36,2250,0.016
"E3","V3A",7101,"zone5 (farthest)",36,2250,0.016
"E3","V3A",7102,"zone1 (nearest)",924,1000,0.924
"E3","V3A",7102,"zone2",28,1000,0.028
"E3","V3A",7102,"zone3",16,1000,0.016
"E3","V3A",7102,"zone4",16,1000,0.016
"E3","V3A",7102,"zone5 (farthest)",16,1000,0.016
"E3","V3A",7103,"zone1 (nearest)",904,1000,0.904
"E3","V3A",7103,"zone2",24,1000,0.024
"E3","V3A",7103,"zone3",20,1000,0.02
"E3","V3A",7103,"zone4",12,1000,0.012
"E3","V3A",7103,"zone5 (farthest)",40,1000,0.04
"E3","V3A",7104,"zone1 (nearest)",940,1000,0.94
"E3","V3A",7104,"zone2",12,1000,0.012
"E3","V3A",7104,"zone3",20,1000,0.02
"E3","V3A",7104,"zone4",12,1000,0.012
"E3","V3A",7104,"zone5 (farthest)",16,1000,0.016
"E3","V3A",7105,"zone1 (nearest)",928,1000,0.928
"E3","V3A",7105,"zone2",32,1000,0.032
"E3","V3A",7105,"zone3",12,1000,0.012
"E3","V3A",7105,"zone4",16,1000,0.016
"E3","V3A",7105,"zone5 (farthest)",12,1000,0.012
"E3","V3A",7106,"zone1 (nearest)",908,1000,0.908
"E3","V3A",7106,"zone2",20,1000,0.02
"E3","V3A",7106,"zone3",24,1000,0.024
"E3","V3A",7106,"zone4",24,1000,0.024
"E3","V3A",7106,"zone5 (farthest)",24,1000,0.024
"E3","V3A",7107,"zone1 (nearest)",932,1000,0.932
"E3","V3A",7107,"zone2",12,1000,0.012
"E3","V3A",7107,"zone3",16,1000,0.016
"E3","V3A",7107,"zone4",16,1000,0.016
"E3","V3A",7107,"zone5 (farthest)",24,1000,0.024
"E3","V3A",7108,"zone1 (nearest)",932,1000,0.932
"E3","V3A",7108,"zone2",20,1000,0.02
"E3","V3A",7108,"zone3",12,1000,0.012
"E3","V3A",7108,"zone4",24,1000,0.024
"E3","V3A",7108,"zone5 (farthest)",12,1000,0.012
"E3","V3A",7109,"zone1 (nearest)",920,1000,0.92
"E3","V3A",7109,"zone2",16,1000,0.016
"E3","V3A",7109,"zone3",32,1000,0.032
"E3","V3A",7109,"zone4",24,1000,0.024
"E3","V3A",7109,"zone5 (farthest)",8,1000,0.008
"E3","V3A",7110,"zone1 (nearest)",924,1000,0.924
"E3","V3A",7110,"zone2",28,1000,0.028
"E3","V3A",7110,"zone3",16,1000,0.016
"E3","V3A",7110,"zone4",20,1000,0.02
"E3","V3A",7110,"zone5 (farthest)",12,1000,0.012
"E3","V3A",8101,"zone1 (nearest)",2043,2250,0.908
"E3","V3A",8101,"zone2",90,2250,0.04
"E3","V3A",8101,"zone3",9,2250,0.004
"E3","V3A",8101,"zone4",18,2250,0.008
"E3","V3A",8101,"zone5 (farthest)",90,2250,0.04
"E3","V3A",8102,"zone1 (nearest)",924,1000,0.924
"E3","V3A",8102,"zone2",28,1000,0.028
"E3","V3A",8102,"zone3",12,1000,0.012
"E3","V3A",8102,"zone4",24,1000,0.024
"E3","V3A",8102,"zone5 (farthest)",12,1000,0.012
"E3","V3A",8103,"zone1 (nearest)",924,1000,0.924
"E3","V3A",8103,"zone2",28,1000,0.028
"E3","V3A",8103,"zone3",16,1000,0.016
"E3","V3A",8103,"zone4",8,1000,0.008
"E3","V3A",8103,"zone5 (farthest)",24,1000,0.024
"E3","V3A",8104,"zone1 (nearest)",936,1000,0.936
"E3","V3A",8104,"zone2",20,1000,0.02
"E3","V3A",8104,"zone3",16,1000,0.016
"E3","V3A",8104,"zone4",16,1000,0.016
"E3","V3A",8104,"zone5 (farthest)",12,1000,0.012
"E3","V3A",8105,"zone1 (nearest)",924,1000,0.924
"E3","V3A",8105,"zone2",32,1000,0.032
"E3","V3A",8105,"zone3",4,1000,0.004
"E3","V3A",8105,"zone4",20,1000,0.02
"E3","V3A",8105,"zone5 (farthest)",20,1000,0.02
"E3","V3A",8106,"zone1 (nearest)",916,1000,0.916
"E3","V3A",8106,"zone2",16,1000,0.016
"E3","V3A",8106,"zone3",12,1000,0.012
"E3","V3A",8106,"zone4",28,1000,0.028
"E3","V3A",8106,"zone5 (farthest)",28,1000,0.028
"E3","V3A",8107,"zone1 (nearest)",912,1000,0.912
"E3","V3A",8107,"zone2",8,1000,0.008
"E3","V3A",8107,"zone3",28,1000,0.028
"E3","V3A",8107,"zone4",16,1000,0.016
"E3","V3A",8107,"zone5 (farthest)",36,1000,0.036
"E3","V3A",8108,"zone1 (nearest)",912,1000,0.912
"E3","V3A",8108,"zone2",20,1000,0.02
"E3","V3A",8108,"zone3",20,1000,0.02
"E3","V3A",8108,"zone4",24,1000,0.024
"E3","V3A",8108,"zone5 (farthest)",24,1000,0.024
"E3","V3A",8109,"zone1 (nearest)",908,1000,0.908
"E3","V3A",8109,"zone2",36,1000,0.036
"E3","V3A",8109,"zone3",8,1000,0.008
"E3","V3A",8109,"zone4",28,1000,0.028
"E3","V3A",8109,"zone5 (farthest)",20,1000,0.02
"E3","V3A",8110,"zone1 (nearest)",924,1000,0.924
"E3","V3A",8110,"zone2",16,1000,0.016
"E3","V3A",8110,"zone3",16,1000,0.016
"E3","V3A",8110,"zone4",12,1000,0.012
"E3","V3A",8110,"zone5 (farthest)",32,1000,0.032
"E3","V3A",9101,"zone1 (nearest)",1872,2250,0.832
"E3","V3A",9101,"zone2",171,2250,0.076
"E3","V3A",9101,"zone3",45,2250,0.02
"E3","V3A",9101,"zone4",72,2250,0.032
"E3","V3A",9101,"zone5 (farthest)",90,2250,0.04
"E3","V3A",9102,"zone1 (nearest)",836,1000,0.836
"E3","V3A",9102,"zone2",76,1000,0.076
"E3","V3A",9102,"zone3",20,1000,0.02
"E3","V3A",9102,"zone4",28,1000,0.028
"E3","V3A",9102,"zone5 (farthest)",40,1000,0.04
"E3","V3A",9103,"zone1 (nearest)",812,1000,0.812
"E3","V3A",9103,"zone2",104,1000,0.104
"E3","V3A",9103,"zone3",52,1000,0.052
"E3","V3A",9103,"zone4",8,1000,0.008
"E3","V3A",9103,"zone5 (farthest)",24,1000,0.024
"E3","V3A",9104,"zone1 (nearest)",836,1000,0.836
"E3","V3A",9104,"zone2",76,1000,0.076
"E3","V3A",9104,"zone3",28,1000,0.028
"E3","V3A",9104,"zone4",24,1000,0.024
"E3","V3A",9104,"zone5 (farthest)",36,1000,0.036
"E3","V3A",9105,"zone1 (nearest)",804,1000,0.804
"E3","V3A",9105,"zone2",80,1000,0.08
"E3","V3A",9105,"zone3",32,1000,0.032
"E3","V3A",9105,"zone4",32,1000,0.032
"E3","V3A",9105,"zone5 (farthest)",52,1000,0.052
"E3","V3A",9106,"zone1 (nearest)",848,1000,0.848
"E3","V3A",9106,"zone2",76,1000,0.076
"E3","V3A",9106,"zone3",32,1000,0.032
"E3","V3A",9106,"zone4",28,1000,0.028
"E3","V3A",9106,"zone5 (farthest)",16,1000,0.016
"E3","V3A",9107,"zone1 (nearest)",848,1000,0.848
"E3","V3A",9107,"zone2",80,1000,0.08
"E3","V3A",9107,"zone3",12,1000,0.012
"E3","V3A",9107,"zone4",20,1000,0.02
"E3","V3A",9107,"zone5 (farthest)",40,1000,0.04
"E3","V3A",9108,"zone1 (nearest)",824,1000,0.824
"E3","V3A",9108,"zone2",64,1000,0.064
"E3","V3A",9108,"zone3",48,1000,0.048
"E3","V3A",9108,"zone4",32,1000,0.032
"E3","V3A",9108,"zone5 (farthest)",32,1000,0.032
"E3","V3A",9109,"zone1 (nearest)",828,1000,0.828
"E3","V3A",9109,"zone2",88,1000,0.088
"E3","V3A",9109,"zone3",36,1000,0.036
"E3","V3A",9109,"zone4",24,1000,0.024
"E3","V3A",9109,"zone5 (farthest)",24,1000,0.024
"E3","V3A",9110,"zone1 (nearest)",836,1000,0.836
"E3","V3A",9110,"zone2",60,1000,0.06
"E3","V3A",9110,"zone3",32,1000,0.032
"E3","V3A",9110,"zone4",48,1000,0.048
"E3","V3A",9110,"zone5 (farthest)",24,1000,0.024
"E3","V3A",10101,"zone1 (nearest)",1899,2250,0.844
"E3","V3A",10101,"zone2",27,2250,0.012
"E3","V3A",10101,"zone3",63,2250,0.028
"E3","V3A",10101,"zone4",108,2250,0.048
"E3","V3A",10101,"zone5 (farthest)",153,2250,0.068
"E3","V3A",10102,"zone1 (nearest)",848,1000,0.848
"E3","V3A",10102,"zone2",12,1000,0.012
"E3","V3A",10102,"zone3",28,1000,0.028
"E3","V3A",10102,"zone4",36,1000,0.036
"E3","V3A",10102,"zone5 (farthest)",76,1000,0.076
"E3","V3A",10103,"zone1 (nearest)",872,1000,0.872
"E3","V3A",10103,"zone2",20,1000,0.02
"E3","V3A",10103,"zone3",12,1000,0.012
"E3","V3A",10103,"zone4",44,1000,0.044
"E3","V3A",10103,"zone5 (farthest)",52,1000,0.052
"E3","V3A",10104,"zone1 (nearest)",852,1000,0.852
"E3","V3A",10104,"zone2",40,1000,0.04
"E3","V3A",10104,"zone3",24,1000,0.024
"E3","V3A",10104,"zone4",32,1000,0.032
"E3","V3A",10104,"zone5 (farthest)",52,1000,0.052
"E3","V3A",10105,"zone1 (nearest)",868,1000,0.868
"E3","V3A",10105,"zone2",12,1000,0.012
"E3","V3A",10105,"zone3",24,1000,0.024
"E3","V3A",10105,"zone4",32,1000,0.032
"E3","V3A",10105,"zone5 (farthest)",64,1000,0.064
"E3","V3A",10106,"zone1 (nearest)",832,1000,0.832
"E3","V3A",10106,"zone2",12,1000,0.012
"E3","V3A",10106,"zone3",32,1000,0.032
"E3","V3A",10106,"zone4",24,1000,0.024
"E3","V3A",10106,"zone5 (farthest)",100,1000,0.1
"E3","V3A",10107,"zone1 (nearest)",860,1000,0.86
"E3","V3A",10107,"zone2",24,1000,0.024
"E3","V3A",10107,"zone3",16,1000,0.016
"E3","V3A",10107,"zone4",24,1000,0.024
"E3","V3A",10107,"zone5 (farthest)",76,1000,0.076
"E3","V3A",10108,"zone1 (nearest)",852,1000,0.852
"E3","V3A",10108,"zone2",0,1000,0
"E3","V3A",10108,"zone3",32,1000,0.032
"E3","V3A",10108,"zone4",56,1000,0.056
"E3","V3A",10108,"zone5 (farthest)",60,1000,0.06
"E3","V3A",10109,"zone1 (nearest)",836,1000,0.836
"E3","V3A",10109,"zone2",8,1000,0.008
"E3","V3A",10109,"zone3",48,1000,0.048
"E3","V3A",10109,"zone4",44,1000,0.044
"E3","V3A",10109,"zone5 (farthest)",64,1000,0.064
"E3","V3A",10110,"zone1 (nearest)",848,1000,0.848
"E3","V3A",10110,"zone2",20,1000,0.02
"E3","V3A",10110,"zone3",32,1000,0.032
"E3","V3A",10110,"zone4",40,1000,0.04
"E3","V3A",10110,"zone5 (farthest)",60,1000,0.06
"E3","V3A",11101,"zone1 (nearest)",864,2250,0.384
"E3","V3A",11101,"zone2",531,2250,0.236
"E3","V3A",11101,"zone3",252,2250,0.112
"E3","V3A",11101,"zone4",288,2250,0.128
"E3","V3A",11101,"zone5 (farthest)",315,2250,0.14
"E3","V3A",11102,"zone1 (nearest)",408,1000,0.408
"E3","V3A",11102,"zone2",180,1000,0.18
"E3","V3A",11102,"zone3",128,1000,0.128
"E3","V3A",11102,"zone4",140,1000,0.14
