"experiment_id","scenario","run_seed","horizontal_zone","larvae","total_larvae","proportion"
"E3","V3D",6103,"zone5 (farthest)",48,1000,0.048
"E3","V3D",6104,"zone1 (nearest)",228,1000,0.228
"E3","V3D",6104,"zone2",272,1000,0.272
"E3","V3D",6104,"zone3",228,1000,0.228
"E3","V3D",6104,"zone4",236,1000,0.236
"E3","V3D",6104,"zone5 (farthest)",36,1000,0.036
"E3","V3D",6105,"zone1 (nearest)",232,1000,0.232
"E3","V3D",6105,"zone2",264,1000,0.264
"E3","V3D",6105,"zone3",208,1000,0.208
"E3","V3D",6105,"zone4",236,1000,0.236
"E3","V3D",6105,"zone5 (farthest)",60,1000,0.06
"E3","V3D",6106,"zone1 (nearest)",264,1000,0.264
"E3","V3D",6106,"zone2",260,1000,0.26
"E3","V3D",6106,"zone3",212,1000,0.212
"E3","V3D",6106,"zone4",244,1000,0.244
"E3","V3D",6106,"zone5 (farthest)",20,1000,0.02
"E3","V3D",6107,"zone1 (nearest)",264,1000,0.264
"E3","V3D",6107,"zone2",316,1000,0.316
"E3","V3D",6107,"zone3",204,1000,0.204
"E3","V3D",6107,"zone4",176,1000,0.176
"E3","V3D",6107,"zone5 (farthest)",40,1000,0.04
"E3","V3D",6108,"zone1 (nearest)",304,1000,0.304
"E3","V3D",6108,"zone2",260,1000,0.26
"E3","V3D",6108,"zone3",184,1000,0.184
"E3","V3D",6108,"zone4",196,1000,0.196
"E3","V3D",6108,"zone5 (farthest)",56,1000,0.056
"E3","V3D",6109,"zone1 (nearest)",244,1000,0.244
"E3","V3D",6109,"zone2",256,1000,0.256
"E3","V3D",6109,"zone3",232,1000,0.232
"E3","V3D",6109,"zone4",212,1000,0.212
"E3","V3D",6109,"zone5 (farthest)",56,1000,0.056
"E3","V3D",6110,"zone1 (nearest)",264,1000,0.264
"E3","V3D",6110,"zone2",248,1000,0.248
"E3","V3D",6110,"zone3",232,1000,0.232
"E3","V3D",6110,"zone4",216,1000,0.216
"E3","V3D",6110,"zone5 (farthest)",40,1000,0.04
"E3","V3D",7101,"zone1 (nearest)",1332,2250,0.592
"E3","V3D",7101,"zone2",153,2250,0.068
"E3","V3D",7101,"zone3",180,2250,0.08
"E3","V3D",7101,"zone4",216,2250,0.096
"E3","V3D",7101,"zone5 (farthest)",369,2250,0.164
"E3","V3D",7102,"zone1 (nearest)",600,1000,0.6
"E3","V3D",7102,"zone2",72,1000,0.072
"E3","V3D",7102,"zone3",104,1000,0.104
"E3","V3D",7102,"zone4",92,1000,0.092
"E3","V3D",7102,"zone5 (farthest)",132,1000,0.132
"E3","V3D",7103,"zone1 (nearest)",628,1000,0.628
"E3","V3D",7103,"zone2",44,1000,0.044
"E3","V3D",7103,"zone3",72,1000,0.072
"E3","V3D",7103,"zone4",116,1000,0.116
"E3","V3D",7103,"zone5 (farthest)",140,1000,0.14
"E3","V3D",7104,"zone1 (nearest)",608,1000,0.608
"E3","V3D",7104,"zone2",80,1000,0.08
"E3","V3D",7104,"zone3",84,1000,0.084
"E3","V3D",7104,"zone4",100,1000,0.1
"E3","V3D",7104,"zone5 (farthest)",128,1000,0.128
"E3","V3D",7105,"zone1 (nearest)",596,1000,0.596
"E3","V3D",7105,"zone2",44,1000,0.044
"E3","V3D",7105,"zone3",76,1000,0.076
"E3","V3D",7105,"zone4",140,1000,0.14
"E3","V3D",7105,"zone5 (farthest)",144,1000,0.144
"E3","V3D",7106,"zone1 (nearest)",648,1000,0.648
"E3","V3D",7106,"zone2",80,1000,0.08
"E3","V3D",7106,"zone3",84,1000,0.084
"E3","V3D",7106,"zone4",64,1000,0.064
"E3","V3D",7106,"zone5 (farthest)",124,1000,0.124
"E3","V3D",7107,"zone1 (nearest)",664,1000,0.664
"E3","V3D",7107,"zone2",48,1000,0.048
"E3","V3D",7107,"zone3",68,1000,0.068
"E3","V3D",7107,"zone4",104,1000,0.104
"E3","V3D",7107,"zone5 (farthest)",116,1000,0.116
"E3","V3D",7108,"zone1 (nearest)",588,1000,0.588
"E3","V3D",7108,"zone2",76,1000,0.076
"E3","V3D",7108,"zone3",76,1000,0.076
"E3","V3D",7108,"zone4",120,1000,0.12
"E3","V3D",7108,"zone5 (farthest)",140,1000,0.14
"E3","V3D",7109,"zone1 (nearest)",612,1000,0.612
"E3","V3D",7109,"zone2",68,1000,0.068
"E3","V3D",7109,"zone3",84,1000,0.084
"E3","V3D",7109,"zone4",120,1000,0.12
"E3","V3D",7109,"zone5 (farthest)",116,1000,0.116
"E3","V3D",7110,"zone1 (nearest)",604,1000,0.604
"E3","V3D",7110,"zone2",56,1000,0.056
"E3","V3D",7110,"zone3",76,1000,0.076
"E3","V3D",7110,"zone4",136,1000,0.136
"E3","V3D",7110,"zone5 (farthest)",128,1000,0.128
"E3","V3D",8101,"zone1 (nearest)",1287,2250,0.572
"E3","V3D",8101,"zone2",198,2250,0.088
"E3","V3D",8101,"zone3",198,2250,0.088
"E3","V3D",8101,"zone4",153,2250,0.068
"E3","V3D",8101,"zone5 (farthest)",414,2250,0.184
"E3","V3D",8102,"zone1 (nearest)",536,1000,0.536
"E3","V3D",8102,"zone2",76,1000,0.076
"E3","V3D",8102,"zone3",112,1000,0.112
"E3","V3D",8102,"zone4",68,1000,0.068
"E3","V3D",8102,"zone5 (farthest)",208,1000,0.208
"E3","V3D",8103,"zone1 (nearest)",612,1000,0.612
"E3","V3D",8103,"zone2",60,1000,0.06
"E3","V3D",8103,"zone3",84,1000,0.084
"E3","V3D",8103,"zone4",88,1000,0.088
"E3","V3D",8103,"zone5 (farthest)",156,1000,0.156
"E3","V3D",8104,"zone1 (nearest)",604,1000,0.604
"E3","V3D",8104,"zone2",52,1000,0.052
"E3","V3D",8104,"zone3",80,1000,0.08
"E3","V3D",8104,"zone4",96,1000,0.096
"E3","V3D",8104,"zone5 (farthest)",168,1000,0.168
"E3","V3D",8105,"zone1 (nearest)",552,1000,0.552
"E3","V3D",8105,"zone2",40,1000,0.04
"E3","V3D",8105,"zone3",72,1000,0.072
"E3","V3D",8105,"zone4",144,1000,0.144
"E3","V3D",8105,"zone5 (farthest)",192,1000,0.192
"E3","V3D",8106,"zone1 (nearest)",572,1000,0.572
"E3","V3D",8106,"zone2",76,1000,0.076
"E3","V3D",8106,"zone3",104,1000,0.104
"E3","V3D",8106,"zone4",92,1000,0.092
"E3","V3D",8106,"zone5 (farthest)",156,1000,0.156
"E3","V3D",8107,"zone1 (nearest)",596,1000,0.596
"E3","V3D",8107,"zone2",52,1000,0.052
"E3","V3D",8107,"zone3",104,1000,0.104
"E3","V3D",8107,"zone4",112,1000,0.112
"E3","V3D",8107,"zone5 (farthest)",136,1000,0.136
"E3","V3D",8108,"zone1 (nearest)",600,1000,0.6
"E3","V3D",8108,"zone2",80,1000,0.08
"E3","V3D",8108,"zone3",56,1000,0.056
"E3","V3D",8108,"zone4",108,1000,0.108
"E3","V3D",8108,"zone5 (farthest)",156,1000,0.156
"E3","V3D",8109,"zone1 (nearest)",544,1000,0.544
"E3","V3D",8109,"zone2",72,1000,0.072
"E3","V3D",8109,"zone3",108,1000,0.108
"E3","V3D",8109,"zone4",116,1000,0.116
"E3","V3D",8109,"zone5 (farthest)",160,1000,0.16
"E3","V3D",8110,"zone1 (nearest)",568,1000,0.568
"E3","V3D",8110,"zone2",76,1000,0.076
"E3","V3D",8110,"zone3",108,1000,0.108
"E3","V3D",8110,"zone4",124,1000,0.124
"E3","V3D",8110,"zone5 (farthest)",124,1000,0.124
"E3","V3D",9101,"zone1 (nearest)",1089,2250,0.484
"E3","V3D",9101,"zone2",450,2250,0.2
"E3","V3D",9101,"zone3",414,2250,0.184
"E3","V3D",9101,"zone4",144,2250,0.064
"E3","V3D",9101,"zone5 (farthest)",153,2250,0.068
"E3","V3D",9102,"zone1 (nearest)",516,1000,0.516
"E3","V3D",9102,"zone2",208,1000,0.208
"E3","V3D",9102,"zone3",144,1000,0.144
"E3","V3D",9102,"zone4",68,1000,0.068
"E3","V3D",9102,"zone5 (farthest)",64,1000,0.064
"E3","V3D",9103,"zone1 (nearest)",540,1000,0.54
"E3","V3D",9103,"zone2",152,1000,0.152
"E3","V3D",9103,"zone3",208,1000,0.208
"E3","V3D",9103,"zone4",44,1000,0.044
"E3","V3D",9103,"zone5 (farthest)",56,1000,0.056
"E3","V3D",9104,"zone1 (nearest)",512,1000,0.512
"E3","V3D",9104,"zone2",220,1000,0.22
"E3","V3D",9104,"zone3",144,1000,0.144
"E3","V3D",9104,"zone4",52,1000,0.052
"E3","V3D",9104,"zone5 (farthest)",72,1000,0.072
"E3","V3D",9105,"zone1 (nearest)",484,1000,0.484
"E3","V3D",9105,"zone2",196,1000,0.196
"E3","V3D",9105,"zone3",200,1000,0.2
"E3","V3D",9105,"zone4",40,1000,0.04
"E3","V3D",9105,"zone5 (farthest)",80,1000,0.08
"E3","V3D",9106,"zone1 (nearest)",504,1000,0.504
"E3","V3D",9106,"zone2",224,1000,0.224
"E3","V3D",9106,"zone3",168,1000,0.168
"E3","V3D",9106,"zone4",72,1000,0.072
"E3","V3D",9106,"zone5 (farthest)",32,1000,0.032
"E3","V3D",9107,"zone1 (nearest)",528,1000,0.528
"E3","V3D",9107,"zone2",172,1000,0.172
"E3","V3D",9107,"zone3",160,1000,0.16
"E3","V3D",9107,"zone4",76,1000,0.076
"E3","V3D",9107,"zone5 (farthest)",64,1000,0.064
"E3","V3D",9108,"zone1 (nearest)",496,1000,0.496
"E3","V3D",9108,"zone2",196,1000,0.196
"E3","V3D",9108,"zone3",200,1000,0.2
"E3","V3D",9108,"zone4",52,1000,0.052
"E3","V3D",9108,"zone5 (farthest)",56,1000,0.056
"E3","V3D",9109,"zone1 (nearest)",504,1000,0.504
"E3","V3D",9109,"zone2",220,1000,0.22
"E3","V3D",9109,"zone3",192,1000,0.192
"E3","V3D",9109,"zone4",44,1000,0.044
"E3","V3D",9109,"zone5 (farthest)",40,1000,0.04
"E3","V3D",9110,"zone1 (nearest)",456,1000,0.456
"E3","V3D",9110,"zone2",204,1000,0.204
"E3","V3D",9110,"zone3",212,1000,0.212
"E3","V3D",9110,"zone4",60,1000,0.06
"E3","V3D",9110,"zone5 (farthest)",68,1000,0.068
"E3","V3D",10101,"zone1 (nearest)",1980,2250,0.88
"E3","V3D",10101,"zone2",36,2250,0.016
"E3","V3D",10101,"zone3",36,2250,0.016
"E3","V3D",10101,"zone4",63,2250,0.028
"E3","V3D",10101,"zone5 (farthest)",135,2250,0.06
"E3","V3D",10102,"zone1 (nearest)",864,1000,0.864
"E3","V3D",10102,"zone2",12,1000,0.012
"E3","V3D",10102,"zone3",16,1000,0.016
"E3","V3D",10102,"zone4",44,1000,0.044
"E3","V3D",10102,"zone5 (farthest)",64,1000,0.064
"E3","V3D",10103,"zone1 (nearest)",892,1000,0.892
"E3","V3D",10103,"zone2",20,1000,0.02
"E3","V3D",10103,"zone3",8,1000,0.008
"E3","V3D",10103,"zone4",32,1000,0.032
"E3","V3D",10103,"zone5 (farthest)",48,1000,0.048
"E3","V3D",10104,"zone1 (nearest)",884,1000,0.884
"E3","V3D",10104,"zone2",24,1000,0.024
"E3","V3D",10104,"zone3",12,1000,0.012
"E3","V3D",10104,"zone4",24,1000,0.024
"E3","V3D",10104,"zone5 (farthest)",56,1000,0.056
"E3","V3D",10105,"zone1 (nearest)",892,1000,0.892
"E3","V3D",10105,"zone2",8,1000,0.008
"E3","V3D",10105,"zone3",12,1000,0.012
"E3","V3D",10105,"zone4",16,1000,0.016
"E3","V3D",10105,"zone5 (farthest)",72,1000,0.072
"E3","V3D",10106,"zone1 (nearest)",876,1000,0.876
"E3","V3D",10106,"zone2",12,1000,0.012
"E3","V3D",10106,"zone3",8,1000,0.008
"E3","V3D",10106,"zone4",24,1000,0.024
"E3","V3D",10106,"zone5 (farthest)",80,1000,0.08
"E3","V3D",10107,"zone1 (nearest)",892,1000,0.892
"E3","V3D",10107,"zone2",16,1000,0.016
"E3","V3D",10107,"zone3",4,1000,0.004
"E3","V3D",10107,"zone4",24,1000,0.024
"E3","V3D",10107,"zone5 (farthest)",64,1000,0.064
"E3","V3D",10108,"zone1 (nearest)",880,1000,0.88
"E3","V3D",10108,"zone2",12,1000,0.012
"E3","V3D",10108,"zone3",16,1000,0.016
"E3","V3D",10108,"zone4",36,1000,0.036
"E3","V3D",10108,"zone5 (farthest)",56,1000,0.056
"E3","V3D",10109,"zone1 (nearest)",868,1000,0.868
"E3","V3D",10109,"zone2",16,1000,0.016
"E3","V3D",10109,"zone3",28,1000,0.028
"E3","V3D",10109,"zone4",28,1000,0.028
"E3","V3D",10109,"zone5 (farthest)",60,1000,0.06
"E3","V3D",10110,"zone1 (nearest)",872,1000,0.872
"E3","V3D",10110,"zone2",24,1000,0.024
"E3","V3D",10110,"zone3",32,1000,0.032
"E3","V3D",10110,"zone4",28,1000,0.028
"E3","V3D",10110,"zone5 (farthest)",44,1000,0.044
"E3","V3D",11101,"zone1 (nearest)",1764,2250,0.784
"E3","V3D",11101,"zone2",153,2250,0.068
"E3","V3D",11101,"zone3",81,2250,0.036
"E3","V3D",11101,"zone4",72,2250,0.032
"E3","V3D",11101,"zone5 (farthest)",180,2250,0.08
"E3","V3D",11102,"zone1 (nearest)",796,1000,0.796
"E3","V3D",11102,"zone2",68,1000,0.068
"E3","V3D",11102,"zone3",28,1000,0.028
"E3","V3D",11102,"zone4",28,1000,0.028
"E3","V3D",11102,"zone5 (farthest)",80,1000,0.08
"E3","V3D",11103,"zone1 (nearest)",824,1000,0.824
"E3","V3D",11103,"zone2",68,1000,0.068
"E3","V3D",11103,"zone3",28,1000,0.028
"E3","V3D",11103,"zone4",16,1000,0.016
"E3","V3D",11103,"zone5 (farthest)",64,1000,0.064
"E3","V3D",11104,"zone1 (nearest)",808,1000,0.808
"E3","V3D",11104,"zone2",48,1000,0.048
"E3","V3D",11104,"zone3",36,1000,0.036
"E3","V3D",11104,"zone4",44,1000,0.044
"E3","V3D",11104,"zone5 (farthest)",64,1000,0.064
"E3","V3D",11105,"zone1 (nearest)",800,1000,0.8
"E3","V3D",11105,"zone2",80,1000,0.08
"E3","V3D",11105,"zone3",32,1000,0.032
"E3","V3D",11105,"zone4",36,1000,0.036
"E3","V3D",11105,"zone5 (farthest)",52,1000,0.052
"E3","V3D",11106,"zone1 (nearest)",812,1000,0.812
"E3","V3D",11106,"zone2",40,1000,0.04
"E3","V3D",11106,"zone3",24,1000,0.024
"E3","V3D",11106,"zone4",24,1000,0.024
"E3","V3D",11106,"zone5 (farthest)",100,1000,0.1
"E3","V3D",11107,"zone1 (nearest)",828,1000,0.828
"E3","V3D",11107,"zone2",44,1000,0.044
"E3","V3D",11107,"zone3",24,1000,0.024
"E3","V3D",11107,"zone4",56,1000,0.056
"E3","V3D",11107,"zone5 (farthest)",48,1000,0.048
"E3","V3D",11108,"zone1 (nearest)",820,1000,0.82
"E3","V3D",11108,"zone2",60,1000,0.06
"E3","V3D",11108,"zone3",16,1000,0.016
"E3","V3D",11108,"zone4",36,1000,0.036
"E3","V3D",11108,"zone5 (farthest)",68,1000,0.068
"E3","V3D",11109,"zone1 (nearest)",804,1000,0.804
"E3","V3D",11109,"zone2",52,1000,0.052
"E3","V3D",11109,"zone3",24,1000,0.024
"E3","V3D",11109,"zone4",52,1000,0.052
"E3","V3D",11109,"zone5 (farthest)",68,1000,0.068
"E3","V3D",11110,"zone1 (nearest)",824,1000,0.824
"E3","V3D",11110,"zone2",60,1000,0.06
"E3","V3D",11110,"zone3",20,1000,0.02
"E3","V3D",11110,"zone4",36,1000,0.036
"E3","V3D",11110,"zone5 (farthest)",60,1000,0.06
"E3","V3D",12101,"zone1 (nearest)",1953,2250,0.868
"E3","V3D",12101,"zone2",99,2250,0.044
"E3","V3D",12101,"zone3",54,2250,0.024
"E3","V3D",12101,"zone4",81,2250,0.036
"E3","V3D",12101,"zone5 (farthest)",63,2250,0.028
"E3","V3D",12102,"zone1 (nearest)",884,1000,0.884
"E3","V3D",12102,"zone2",48,1000,0.048
"E3","V3D",12102,"zone3",32,1000,0.032
"E3","V3D",12102,"zone4",20,1000,0.02
"E3","V3D",12102,"zone5 (farthest)",16,1000,0.016
"E3","V3D",12103,"zone1 (nearest)",864,1000,0.864
"E3","V3D",12103,"zone2",40,1000,0.04
"E3","V3D",12103,"zone3",40,1000,0.04
"E3","V3D",12103,"zone4",36,1000,0.036
"E3","V3D",12103,"zone5 (farthest)",20,1000,0.02
"E3","V3D",12104,"zone1 (nearest)",904,1000,0.904
"E3","V3D",12104,"zone2",24,1000,0.024
"E3","V3D",12104,"zone3",36,1000,0.036
"E3","V3D",12104,"zone4",28,1000,0.028
"E3","V3D",12104,"zone5 (farthest)",8,1000,0.008
"E3","V3D",12105,"zone1 (nearest)",900,1000,0.9
"E3","V3D",12105,"zone2",48,1000,0.048
"E3","V3D",12105,"zone3",24,1000,0.024
"E3","V3D",12105,"zone4",20,1000,0.02
"E3","V3D",12105,"zone5 (farthest)",8,1000,0.008
"E3","V3D",12106,"zone1 (nearest)",892,1000,0.892
"E3","V3D",12106,"zone2",32,1000,0.032
"E3","V3D",12106,"zone3",24,1000,0.024
"E3","V3D",12106,"zone4",28,1000,0.028
"E3","V3D",12106,"zone5 (farthest)",24,1000,0.024
"E3","V3D",12107,"zone1 (nearest)",924,1000,0.924
"E3","V3D",12107,"zone2",20,1000,0.02
"E3","V3D",12107,"zone3",24,1000,0.024
"E3","V3D",12107,"zone4",16,1000,0.016
"E3","V3D",12107,"zone5 (farthest)",16,1000,0.016
"E3","V3D",12108,"zone1 (nearest)",872,1000,0.872
"E3","V3D",12108,"zone2",32,1000,0.032
"E3","V3D",12108,"zone3",48,1000,0.048
"E3","V3D",12108,"zone4",36,1000,0.036
"E3","V3D",12108,"zone5 (farthest)",12,1000,0.012
"E3","V3D",12109,"zone1 (nearest)",904,1000,0.904
"E3","V3D",12109,"zone2",16,1000,0.016
"E3","V3D",12109,"zone3",40,1000,0.04
"E3","V3D",12109,"zone4",20,1000,0.02
"E3","V3D",12109,"zone5 (farthest)",20,1000,0.02
"E3","V3D",12110,"zone1 (nearest)",900,1000,0.9
"E3","V3D",12110,"zone2",20,1000,0.02
"E3","V3D",12110,"zone3",44,1000,0.044
"E3","V3D",12110,"zone4",20,1000,0.02
"E3","V3D",12110,"zone5 (farthest)",16,1000,0.016
"E3","V3D",13101,"zone1 (nearest)",1809,2250,0.804
"E3","V3D",13101,"zone2",189,2250,0.084
"E3","V3D",13101,"zone3",81,2250,0.036
"E3","V3D",13101,"zone4",90,2250,0.04
"E3","V3D",13101,"zone5 (farthest)",81,2250,0.036
"E3","V3D",13102,"zone1 (nearest)",840,1000,0.84
"E3","V3D",13102,"zone2",88,1000,0.088
"E3","V3D",13102,"zone3",24,1000,0.024
"E3","V3D",13102,"zone4",12,1000,0.012
"E3","V3D",13102,"zone5 (farthest)",36,1000,0.036
"E3","V3D",13103,"zone1 (nearest)",828,1000,0.828
"E3","V3D",13103,"zone2",84,1000,0.084
"E3","V3D",13103,"zone3",16,1000,0.016
"E3","V3D",13103,"zone4",32,1000,0.032
"E3","V3D",13103,"zone5 (farthest)",40,1000,0.04
"E3","V3D",13104,"zone1 (nearest)",792,1000,0.792
"E3","V3D",13104,"zone2",96,1000,0.096
"E3","V3D",13104,"zone3",36,1000,0.036
"E3","V3D",13104,"zone4",28,1000,0.028
"E3","V3D",13104,"zone5 (farthest)",48,1000,0.048
"E3","V3D",13105,"zone1 (nearest)",840,1000,0.84
"E3","V3D",13105,"zone2",96,1000,0.096
"E3","V3D",13105,"zone3",8,1000,0.008
"E3","V3D",13105,"zone4",20,1000,0.02
"E3","V3D",13105,"zone5 (farthest)",36,1000,0.036
"E3","V3D",13106,"zone1 (nearest)",812,1000,0.812
"E3","V3D",13106,"zone2",92,1000,0.092
"E3","V3D",13106,"zone3",28,1000,0.028
"E3","V3D",13106,"zone4",32,1000,0.032
"E3","V3D",13106,"zone5 (farthest)",36,1000,0.036
"E3","V3D",13107,"zone1 (nearest)",804,1000,0.804
"E3","V3D",13107,"zone2",96,1000,0.096
"E3","V3D",13107,"zone3",24,1000,0.024
"E3","V3D",13107,"zone4",40,1000,0.04
"E3","V3D",13107,"zone5 (farthest)",36,1000,0.036
"E3","V3D",13108,"zone1 (nearest)",808,1000,0.808
"E3","V3D",13108,"zone2",84,1000,0.084
"E3","V3D",13108,"zone3",44,1000,0.044
"E3","V3D",13108,"zone4",40,1000,0.04
"E3","V3D",13108,"zone5 (farthest)",24,1000,0.024
"E3","V3D",13109,"zone1 (nearest)",836,1000,0.836
"E3","V3D",13109,"zone2",80,1000,0.08
"E3","V3D",13109,"zone3",16,1000,0.016
"E3","V3D",13109,"zone4",32,1000,0.032
"E3","V3D",13109,"zone5 (farthest)",36,1000,0.036
"E3","V3D",13110,"zone1 (nearest)",816,1000,0.816
"E3","V3D",13110,"zone2",84,1000,0.084
"E3","V3D",13110,"zone3",32,1000,0.032
"E3","V3D",13110,"zone4",32,1000,0.032
"E3","V3D",13110,"zone5 (farthest)",36,1000,0.036
"E3","V3D",14101,"zone1 (nearest)",1656,2250,0.736
"E3","V3D",14101,"zone2",99,2250,0.044
"E3","V3D",14101,"zone3",81,2250,0.036
"E3","V3D",14101,"zone4",72,2250,0.032
"E3","V3D",14101,"zone5 (farthest)",342,2250,0.152
"E3","V3D",14102,"zone1 (nearest)",736,1000,0.736
"E3","V3D",14102,"zone2",72,1000,0.072
"E3","V3D",14102,"zone3",20,1000,0.02
"E3","V3D",14102,"zone4",28,1000,0.028
"E3","V3D",14102,"zone5 (farthest)",144,1000,0.144
"E3","V3D",14103,"zone1 (nearest)",744,1000,0.744
"E3","V3D",14103,"zone2",60,1000,0.06
"E3","V3D",14103,"zone3",32,1000,0.032
"E3","V3D",14103,"zone4",20,1000,0.02
"E3","V3D",14103,"zone5 (farthest)",144,1000,0.144
"E3","V3D",14104,"zone1 (nearest)",748,1000,0.748
"E3","V3D",14104,"zone2",64,1000,0.064
"E3","V3D",14104,"zone3",28,1000,0.028
"E3","V3D",14104,"zone4",24,1000,0.024
"E3","V3D",14104,"zone5 (farthest)",136,1000,0.136
"E3","V3D",14105,"zone1 (nearest)",744,1000,0.744
"E3","V3D",14105,"zone2",52,1000,0.052
"E3","V3D",14105,"zone3",24,1000,0.024
"E3","V3D",14105,"zone4",28,1000,0.028
"E3","V3D",14105,"zone5 (farthest)",152,1000,0.152
"E3","V3D",14106,"zone1 (nearest)",716,1000,0.716
"E3","V3D",14106,"zone2",72,1000,0.072
"E3","V3D",14106,"zone3",44,1000,0.044
"E3","V3D",14106,"zone4",28,1000,0.028
"E3","V3D",14106,"zone5 (farthest)",140,1000,0.14
"E3","V3D",14107,"zone1 (nearest)",756,1000,0.756
"E3","V3D",14107,"zone2",48,1000,0.048
"E3","V3D",14107,"zone3",32,1000,0.032
"E3","V3D",14107,"zone4",20,1000,0.02
"E3","V3D",14107,"zone5 (farthest)",144,1000,0.144
"E3","V3D",14108,"zone1 (nearest)",748,1000,0.748
"E3","V3D",14108,"zone2",64,1000,0.064
"E3","V3D",14108,"zone3",20,1000,0.02
"E3","V3D",14108,"zone4",28,1000,0.028
"E3","V3D",14108,"zone5 (farthest)",140,1000,0.14
"E3","V3D",14109,"zone1 (nearest)",756,1000,0.756
"E3","V3D",14109,"zone2",48,1000,0.048
"E3","V3D",14109,"zone3",16,1000,0.016
"E3","V3D",14109,"zone4",36,1000,0.036
"E3","V3D",14109,"zone5 (farthest)",144,1000,0.144
"E3","V3D",14110,"zone1 (nearest)",768,1000,0.768
"E3","V3D",14110,"zone2",52,1000,0.052
"E3","V3D",14110,"zone3",20,1000,0.02
"E3","V3D",14110,"zone4",28,1000,0.028
"E3","V3D",14110,"zone5 (farthest)",132,1000,0.132
"E3","V3D",15101,"zone1 (nearest)",1935,2250,0.86
"E3","V3D",15101,"zone2",63,2250,0.028
"E3","V3D",15101,"zone3",27,2250,0.012
"E3","V3D",15101,"zone4",72,2250,0.032
"E3","V3D",15101,"zone5 (farthest)",153,2250,0.068
"E3","V3D",15102,"zone1 (nearest)",860,1000,0.86
"E3","V3D",15102,"zone2",44,1000,0.044
"E3","V3D",15102,"zone3",28,1000,0.028
"E3","V3D",15102,"zone4",24,1000,0.024
"E3","V3D",15102,"zone5 (farthest)",44,1000,0.044
"E3","V3D",15103,"zone1 (nearest)",892,1000,0.892
"E3","V3D",15103,"zone2",32,1000,0.032
"E3","V3D",15103,"zone3",28,1000,0.028
"E3","V3D",15103,"zone4",16,1000,0.016
"E3","V3D",15103,"zone5 (farthest)",32,1000,0.032
"E3","V3D",15104,"zone1 (nearest)",864,1000,0.864
"E3","V3D",15104,"zone2",20,1000,0.02
"E3","V3D",15104,"zone3",32,1000,0.032
"E3","V3D",15104,"zone4",36,1000,0.036
"E3","V3D",15104,"zone5 (farthest)",48,1000,0.048
"E3","V3D",15105,"zone1 (nearest)",820,1000,0.82
"E3","V3D",15105,"zone2",48,1000,0.048
"E3","V3D",15105,"zone3",36,1000,0.036
"E3","V3D",15105,"zone4",52,1000,0.052
"E3","V3D",15105,"zone5 (farthest)",44,1000,0.044
"E3","V3D",15106,"zone1 (nearest)",864,1000,0.864
"E3","V3D",15106,"zone2",24,1000,0.024
"E3","V3D",15106,"zone3",20,1000,0.02
"E3","V3D",15106,"zone4",32,1000,0.032
"E3","V3D",15106,"zone5 (farthest)",60,1000,0.06
"E3","V3D",15107,"zone1 (nearest)",856,1000,0.856
"E3","V3D",15107,"zone2",32,1000,0.032
"E3","V3D",15107,"zone3",20,1000,0.02
"E3","V3D",15107,"zone4",36,1000,0.036
"E3","V3D",15107,"zone5 (farthest)",56,1000,0.056
"E3","V3D",15108,"zone1 (nearest)",868,1000,0.868
"E3","V3D",15108,"zone2",12,1000,0.012
"E3","V3D",15108,"zone3",24,1000,0.024
"E3","V3D",15108,"zone4",40,1000,0.04
"E3","V3D",15108,"zone5 (farthest)",56,1000,0.056
"E3","V3D",15109,"zone1 (nearest)",864,1000,0.864
"E3","V3D",15109,"zone2",28,1000,0.028
"E3","V3D",15109,"zone3",16,1000,0.016
"E3","V3D",15109,"zone4",24,1000,0.024
"E3","V3D",15109,"zone5 (farthest)",68,1000,0.068
"E3","V3D",15110,"zone1 (nearest)",848,1000,0.848
"E3","V3D",15110,"zone2",20,1000,0.02
"E3","V3D",15110,"zone3",36,1000,0.036
"E3","V3D",15110,"zone4",48,1000,0.048
"E3","V3D",15110,"zone5 (farthest)",48,1000,0.048
"E3","V3D",16101,"zone1 (nearest)",855,2250,0.38
"E3","V3D",16101,"zone2",234,2250,0.104
"E3","V3D",16101,"zone3",225,2250,0.1
"E3","V3D",16101,"zone4",153,2250,0.068
"E3","V3D",16101,"zone5 (farthest)",783,2250,0.348
"E3","V3D",16102,"zone1 (nearest)",388,1000,0.388
"E3","V3D",16102,"zone2",88,1000,0.088
"E3","V3D",16102,"zone3",80,1000,0.08
"E3","V3D",16102,"zone4",112,1000,0.112
"E3","V3D",16102,"zone5 (farthest)",332,1000,0.332
"E3","V3D",16103,"zone1 (nearest)",356,1000,0.356
"E3","V3D",16103,"zone2",156,1000,0.156
"E3","V3D",16103,"zone3",100,1000,0.1
"E3","V3D",16103,"zone4",64,1000,0.064
"E3","V3D",16103,"zone5 (farthest)",324,1000,0.324
"E3","V3D",16104,"zone1 (nearest)",372,1000,0.372
"E3","V3D",16104,"zone2",116,1000,0.116
"E3","V3D",16104,"zone3",80,1000,0.08
"E3","V3D",16104,"zone4",72,1000,0.072
"E3","V3D",16104,"zone5 (farthest)",360,1000,0.36
"E3","V3D",16105,"zone1 (nearest)",312,1000,0.312
"E3","V3D",16105,"zone2",108,1000,0.108
"E3","V3D",16105,"zone3",92,1000,0.092
