active_neurons,eff_connections,mean_abs_weight,s2n,s2a,n2n,n2a,experiment,seed,fitness
6,38,1.9340049342105263,8,11,5,14,E2,8,219.998993
6,37,1.9380905563766893,7,15,3,12,E2,8,219.998993
10,48,1.9948984781901042,13,12,13,10,E2,8,219.998703
8,42,1.9104527064732142,9,15,7,11,E2,8,219.998199
7,39,1.9402544070512822,9,11,4,15,E2,8,219.998032
7,40,1.949310302734375,8,15,7,10,E2,8,219.631424
7,41,1.986185213414634,11,12,7,11,E2,8,219.5
9,40,1.682867431640625,11,13,5,11,E2,9,219.998993
7,31,1.794984879032258,7,12,2,10,E2,9,219.998993
9,40,1.682867431640625,11,13,5,11,E2,9,219.998993
9,39,1.8506704477163463,7,14,7,11,E2,9,219.998993
9,41,1.7749678448932926,12,12,5,12,E2,9,219.998993
9,39,1.8506704477163463,7,14,7,11,E2,9,219.998993
8,40,1.83939208984375,9,15,4,12,E2,9,219.998993
8,36,1.8099704318576388,8,12,4,12,E2,9,219.998993
8,39,1.8480255909455128,8,15,4,12,E2,9,219.998993
10,46,1.8217587678328804,15,14,6,11,E2,9,219.998993
12,50,1.89875732421875,14,7,11,18,E2,10,219.998993
12,50,1.85885986328125,13,11,10,16,E2,10,219.998993
12,50,1.85822998046875,14,10,8,18,E2,10,219.998993
12,50,1.85697998046875,15,8,8,19,E2,10,219.998993
12,50,1.89947998046875,16,9,6,19,E2,10,219.998993
12,50,1.87572998046875,16,11,6,17,E2,10,219.998993
12,50,1.87697998046875,16,9,7,18,E2,10,219.996872
12,50,1.88510009765625,10,9,14,17,E2,10,219.982193
12,50,1.90188720703125,11,9,13,17,E2,10,219.894058
12,50,1.88010986328125,11,11,10,18,E2,10,219.714737
10,47,2.0805430310837765,12,14,8,13,E2,11,219.5
11,46,2.0412809952445654,10,14,10,12,E2,11,219.5
12,50,2.1036279296875,9,15,14,12,E2,11,219.5
10,47,2.0782159034242023,12,14,8,13,E2,11,219.5
11,49,2.130851901307398,15,12,8,14,E2,11,219.5
10,47,2.0782159034242023,11,14,9,13,E2,11,219.5
12,50,2.0693212890625,9,15,13,13,E2,11,219.5
9,48,2.081324259440104,9,16,11,12,E2,11,219.5
10,45,2.0125189887152777,7,17,10,11,E2,11,219.5
10,47,2.08088067237367,10,15,11,11,E2,11,219.5
9,45,2.3640977647569446,7,18,8,12,E2,12,219.998993
10,46,2.4106684145720108,3,19,12,12,E2,12,219.5
9,45,2.4404188368055557,5,18,9,13,E2,12,219.499893
9,45,2.360061306423611,5,17,11,12,E2,12,219.498993
9,46,2.3520401664402173,5,18,7,16,E2,12,219.498993
9,45,2.3434271918402776,5,19,8,13,E2,12,219.498993
10,46,2.383558190387228,3,20,13,10,E2,12,219.498993
9,45,2.348971896701389,5,19,8,13,E2,12,219.498993
7,44,2.4320734197443183,6,15,9,14,E2,12,219.498993
11,49,2.3244952766262754,7,15,13,14,E2,12,219.498993
12,50,1.950244140625,13,11,14,12,E2,13,219.998993
10,48,1.876482645670573,13,15,9,11,E2,13,219.998993
11,48,1.886980692545573,13,12,11,12,E2,13,219.998993
10,46,1.7634781547214673,11,14,12,9,E2,13,219.998993
11,50,1.848056640625,14,14,12,10,E2,13,219.998993
11,47,1.8712547789228724,11,11,13,12,E2,13,219.998993
9,43,1.8535894349563953,11,10,10,12,E2,13,219.998993
10,46,1.8151882005774456,19,7,9,11,E2,13,219.998993
12,50,1.848134765625,12,14,14,10,E2,13,219.998993
12,50,1.848134765625,12,13,15,10,E2,13,219.998993
8,44,1.9621249112215908,6,22,6,10,E2,14,219.998993
6,37,1.9991587046030406,5,22,2,8,E2,14,219.998993
9,43,2.021373660065407,5,17,6,15,E2,14,219.998993
7,41,2.012555378239329,6,20,2,13,E2,14,219.998993
8,40,2.103814697265625,6,18,4,12,E2,14,219.998993
8,42,1.9936436244419642,6,17,4,15,E2,14,219.998993
8,41,2.012591106135671,5,19,4,13,E2,14,219.998993
8,41,1.988057950647866,4,21,4,12,E2,14,219.998993
7,40,1.9618194580078125,5,19,3,13,E2,14,219.998993
8,44,1.9125588156960227,6,21,6,11,E2,14,219.990616
11,44,1.97845458984375,10,16,11,7,E2,15,219.998993
12,50,1.8962158203125,9,14,17,10,E2,15,219.998993
8,38,1.9611366673519737,7,16,7,8,E2,15,219.998993
8,41,1.886674090129573,10,14,7,10,E2,15,219.998993
11,45,1.9477403428819444,8,16,14,7,E2,15,219.998993
12,50,1.8955126953125,10,15,18,7,E2,15,219.998993
12,50,1.8985986328125,9,15,14,12,E2,15,219.998993
12,50,1.9036767578125,9,16,15,10,E2,15,219.998993
8,41,1.8828631145198171,10,14,7,10,E2,15,219.998993
9,41,1.957376619664634,8,16,9,8,E2,15,219.998993
10,49,2.0065668845663267,7,19,7,16,E2,16,219.998993
9,47,2.027021692154255,8,20,9,10,E2,16,219.998993
11,50,1.9711865234375,13,15,8,14,E2,16,219.998993
11,50,2.0004052734375,12,16,5,17,E2,16,219.998993
10,48,2.0398457845052085,10,17,6,15,E2,16,219.998993
11,50,1.97150390625,12,15,7,16,E2,16,219.998993
10,49,1.985092474489796,11,20,7,11,E2,16,219.998993
11,50,2.0204052734375,10,18,6,16,E2,16,219.998993
11,50,2.0057177734375,11,16,5,18,E2,16,219.998993
11,49,2.002979512117347,11,19,6,13,E2,16,219.998993
9,42,2.1779349190848216,13,13,8,8,E2,17,219.5
9,41,2.2316864758003048,12,12,6,11,E2,17,219.499985
10,45,2.2152425130208333,12,14,9,10,E2,17,219.499985
9,41,2.0899300924161586,11,11,8,11,E2,17,219.499969
8,38,2.144540887129934,11,10,6,11,E2,17,219.499924
7,37,2.0939017630912162,10,12,4,11,E2,17,219.499802
8,35,2.177940150669643,5,12,6,12,E2,17,219.498993
8,40,2.1954864501953124,11,13,7,9,E2,17,219.498993
9,42,2.1779349190848216,13,13,7,9,E2,17,219.498993
8,41,2.218473108803354,9,14,8,10,E2,17,219.498993
10,44,1.9655733975497158,11,11,14,8,E2,18,219.998993
11,48,1.8226699829101562,10,10,13,15,E2,18,219.998993
10,43,2.004763581031977,11,12,12,8,E2,18,219.998993
10,42,1.9712495349702381,11,11,13,7,E2,18,219.998993
10,45,1.7912977430555554,8,10,14,13,E2,18,219.998993
8,40,1.7932098388671875,8,10,10,12,E2,18,219.998993
11,48,1.8330764770507812,10,10,12,16,E2,18,219.998993
10,42,1.970458984375,9,13,10,10,E2,18,219.998993
11,48,1.812207539876302,12,11,12,13,E2,18,219.998993
11,48,1.8356908162434895,10,10,13,15,E2,18,219.998993
11,49,1.7576854472257653,14,14,7,14,E2,19,219.498993
10,48,1.7100931803385417,9,17,9,13,E2,19,219.498993
9,45,1.7472710503472222,10,12,11,12,E2,19,219.498993
10,46,1.725487750509511,11,12,9,14,E2,19,219.498993
10,45,1.6643663194444445,8,16,9,12,E2,19,219.498993
10,48,1.7384084065755208,12,12,10,14,E2,19,219.498993
10,46,1.7349667756453804,11,13,9,13,E2,19,219.498993
10,44,1.6191655939275569,10,14,6,14,E2,19,219.498993
10,45,1.6532443576388889,9,15,8,13,E2,19,219.498993
9,43,1.6811807321947674,5,15,11,12,E2,19,219.498993
12,50,2.36035400390625,10,7,16,17,E2,20,219.5
12,50,2.29544677734375,15,7,13,15,E2,20,219.5
12,50,2.35192626953125,15,7,15,13,E2,20,219.5
12,50,2.35964599609375,13,6,16,15,E2,20,219.5
12,50,2.36362060546875,11,8,19,12,E2,20,219.5
10,47,2.4596440741356385,11,8,14,14,E2,20,219.5
12,50,2.42308349609375,13,10,14,13,E2,20,219.5
12,50,2.42696533203125,11,8,14,17,E2,20,219.5
12,50,2.38756591796875,12,10,16,12,E2,20,219.5
12,50,2.42393798828125,11,8,12,19,E2,20,219.5
7,35,1.9429164341517857,5,13,4,13,E2,21,219.998993
7,36,1.8640340169270833,7,12,5,12,E2,21,219.998993
6,32,1.9874191284179688,6,11,4,11,E2,21,219.998993
9,40,1.94205322265625,8,13,7,12,E2,21,219.998993
8,40,1.9852813720703124,10,11,5,14,E2,21,219.998993
8,42,1.8784906296502977,12,12,6,12,E2,21,219.998993
7,35,1.8376708984375,6,14,4,11,E2,21,219.998993
6,34,1.8824462890625,5,16,2,11,E2,21,219.998993
9,41,2.0097775342987805,11,8,7,15,E2,21,219.998993
6,30,1.9197957356770834,5,12,4,9,E2,21,219.998993
9,42,1.9201107933407737,7,16,5,14,E2,22,219.998993
8,39,1.9557354266826923,9,15,6,9,E2,22,219.998993
8,43,1.9153229469476745,8,14,9,12,E2,22,219.998993
10,47,1.9027619057513299,10,14,10,13,E2,22,219.998993
10,46,1.8731875212296196,13,12,8,13,E2,22,219.998993
10,46,1.8837174125339673,12,13,8,13,E2,22,219.998993
8,43,1.8917946039244187,8,15,9,11,E2,22,219.998993
9,44,1.9269242720170454,6,15,12,11,E2,22,219.998993
9,43,1.9095089934593024,8,14,9,12,E2,22,219.998993
8,41,1.9137260623094512,7,17,6,11,E2,22,219.997818
11,46,2.219530188519022,8,12,7,19,E2,23,219.998993
10,40,2.3743438720703125,6,10,8,16,E2,23,219.998993
11,46,2.2088304602581523,7,12,9,18,E2,23,219.998993
11,47,2.2058858668550534,8,12,9,18,E2,23,219.998993
11,45,2.1971733940972222,12,13,8,12,E2,23,219.778122
11,46,2.1977910580842392,8,12,8,18,E2,23,219.669281
11,47,2.134542262300532,10,14,8,15,E2,23,219.644135
10,41,2.325496022294207,7,10,9,15,E2,23,219.585709
11,46,2.1869214928668477,7,12,10,17,E2,23,219.498993
11,46,2.1651823624320654,9,12,9,16,E2,23,219.498993
12,50,2.05401611328125,14,11,15,10,E2,24,219.998993
12,50,2.08625244140625,15,11,14,10,E2,24,219.998993
12,50,2.04885986328125,14,11,15,10,E2,24,219.998993
12,50,2.04625244140625,14,12,16,8,E2,24,219.998993
12,50,2.06832275390625,16,8,15,11,E2,24,219.998993
12,50,1.99202392578125,15,9,16,10,E2,24,219.998993
12,50,2.01722900390625,16,10,15,9,E2,24,219.998993
12,50,1.94759033203125,15,9,17,9,E2,24,219.927948
12,50,2.05187744140625,13,11,16,10,E2,24,219.903244
12,50,2.04937744140625,14,11,16,9,E2,24,219.806808
11,47,2.0152977476728724,7,19,8,13,E2,25,219.5
11,48,1.9150670369466145,9,19,4,16,E2,25,219.5
8,42,1.850068591889881,6,19,5,12,E2,25,219.5
10,45,1.8956108940972223,7,17,6,15,E2,25,219.5
8,42,2.0160958426339284,6,14,6,16,E2,25,219.5
10,44,1.9309525923295454,5,15,5,19,E2,25,219.5
9,42,1.950041271391369,5,15,6,16,E2,25,219.5
9,43,1.8888563998909884,7,19,5,12,E2,25,219.5
11,47,1.9059772897273937,5,17,11,14,E2,25,219.5
9,43,2.045356218204942,6,13,4,20,E2,25,219.5
7,38,2.1683349609375,6,19,3,10,E2,26,219.998993
10,42,2.2098185221354165,5,17,8,12,E2,26,219.998993
10,43,2.1763632131177326,7,16,8,12,E2,26,219.998993
10,44,2.1398148970170454,9,13,8,14,E2,26,219.998993
8,41,2.1933623523246952,8,16,4,13,E2,26,219.998993
7,35,2.275732421875,8,13,3,11,E2,26,219.998993
7,36,2.238986545138889,7,17,3,9,E2,26,219.998993
7,36,2.2160542805989585,6,15,4,11,E2,26,219.998993
7,37,2.228221996410473,6,16,4,11,E2,26,219.998993
8,37,2.275588576858108,6,14,4,13,E2,26,219.998993
11,46,1.8069670304008152,9,12,15,10,E2,27,219.998993
11,47,1.7915324758976063,8,12,18,9,E2,27,219.998993
10,45,1.8131266276041667,13,11,13,8,E2,27,219.998993
11,47,1.7838290600066489,9,12,17,9,E2,27,219.998993
10,40,1.772760009765625,8,13,11,8,E2,27,219.998993
11,46,1.7847236965013586,10,11,15,10,E2,27,219.998993
11,47,1.8130739901928192,8,12,17,10,E2,27,219.998993
11,45,1.8226888020833334,10,11,15,9,E2,27,219.998993
11,47,1.802103245511968,8,12,18,9,E2,27,219.998993
10,43,1.8616432367369187,8,12,15,8,E2,27,219.998993
11,48,1.8902435302734375,13,8,14,13,E2,28,219.998993
11,48,1.8485870361328125,12,8,15,13,E2,28,219.998993
10,47,1.9404634516289894,12,12,10,13,E2,28,219.998993
10,47,1.9509640957446808,12,11,11,13,E2,28,219.998993
11,47,1.972199135638298,12,10,12,13,E2,28,219.998993
11,48,1.8948008219401042,12,9,15,12,E2,28,219.998993
10,46,1.8809628693953804,13,10,10,13,E2,28,219.998993
10,47,1.908595308344415,13,12,11,11,E2,28,219.998993
10,45,2.1413981119791665,11,12,11,11,E2,28,219.998932
11,46,1.9215034816576086,10,9,12,15,E2,28,219.998779
10,45,1.9516547309027779,11,10,13,11,E2,29,219.998993
10,45,1.8903374565972222,13,9,12,11,E2,29,219.98114
12,50,2.03974853515625,15,10,11,14,E2,29,219.510803
11,49,2.0309535435267856,13,10,10,16,E2,29,219.510452
12,50,2.03967041015625,13,12,11,14,E2,29,219.509979
12,50,2.03965087890625,13,13,13,11,E2,29,219.509552
12,50,2.03965087890625,13,13,13,11,E2,29,219.509354
12,50,2.00215087890625,12,13,13,12,E2,29,219.502365
12,50,2.11125244140625,12,13,14,11,E2,29,219.502106
11,46,2.107421875,14,11,9,12,E2,29,219.501999
10,43,2.0992914244186047,8,15,13,7,E2,30,219.998993
10,43,2.099280069040698,10,13,12,8,E2,30,219.998993
10,43,2.0992914244186047,9,14,12,8,E2,30,219.998993
9,40,2.0553009033203127,7,16,10,7,E2,30,219.998993
9,42,2.1084710984002974,9,16,7,10,E2,30,219.998962
10,44,2.070365212180398,8,15,13,8,E2,30,219.99794
9,42,2.130888439360119,11,12,11,8,E2,30,219.995102
10,44,2.1127679998224433,9,14,14,7,E2,30,219.969467
10,42,2.1932373046875,10,12,12,8,E2,30,219.580734
11,47,2.0394365026595747,13,14,12,8,E2,30,219.498993
