experiment,sensor,role,n_steps,observed_sd,mean_abs_corr,abs_corr_FORWARD,abs_corr_ROTATE_YAW,abs_corr_ROTATE_PITCH,abs_corr_SET_OSC,abs_corr_SETTLE
E1,PARTICLE_MOTION_UP_DOWN,inactive_no_field,215557,0.6656052480741167,0.14141136189461703,0.1820994344995987,0.23173810698898575,0.1744244566901775,0.07897912148150049,0.03981568981282275
E1,PRESSURE,environmental_weak,215557,0.37165917055703873,0.13152673720514046,0.1567209782879787,0.20837286920129627,0.028786496425130204,0.10261064973037637,0.1611426923809207
E1,TEMPERATURE,environmental_weak,215557,0.15387346837355964,0.13080075588608658,0.08113318634530566,0.10767885436141733,0.08693523721518408,0.2338900152722023,0.14436648623632356
E1,CCA_UP_DOWN,environmental_primary,215557,0.6825955368411307,0.11015008531875776,0.1311982478471978,0.06629001873702517,0.17857035611677424,0.061878437061542904,0.11281336683124865
E1,ENERGY,internal,215557,0.3600446351774484,0.09226982423904218,0.074110454153463,0.1258588079265869,0.0026033628040111486,0.0572962829393387,0.2014802133718111
E1,LIGHT_INTENSITY,inactive_no_field,215557,0.4292531924975749,0.09223907530793281,0.05868901674918076,0.02359636448556101,0.18828822695621833,0.09166911494064439,0.09895265340805953
E1,PARTICLE_MOTION_FORWARD_BACK,inactive_no_field,215557,0.4431094940347547,0.09025507874291208,0.09476001240994804,0.11006657370779149,0.1259130702940394,0.1041156953310029,0.016420041971778522
E1,LIGHT_WAVELENGTH,inactive_no_field,215557,0.0027860629185925243,0.07631959549746695,0.18461034333370546,0.06737061900864579,0.012055138374697929,0.0826724911935925,0.03488938557669307
E1,CCA_FORWARD_BACK,environmental_primary,215557,0.527253466890208,0.06760812497214486,0.049901271868296695,0.11880896751876946,0.10220774449060654,0.03759001000406507,0.029532630978986518
E1,AGE,internal,215557,0.03070483818014318,0.06547277812557263,0.06002478499658009,0.03983228001204382,0.08734941382360185,0.11069425886374111,0.02946315293189626
E1,ALTEROMONAS_BIOFILM,environmental_primary,215557,0.2135104198536755,0.0595029135661834,0.04312197346624738,0.07744641956018367,0.04814707387606247,5.314925295341857e-05,0.12874595167547007
E1,CCA,environmental_primary,215557,0.21803845443388475,0.053734762953811556,0.029880875782028422,0.10784840202082693,0.023927741280159114,0.0485274677629523,0.058489327923091
E1,CCA_LEFT_RIGHT,environmental_primary,215557,0.42257489239775275,0.018741399176215846,0.03240456601270704,0.021432538753033657,0.019241443107715455,0.006496773583125519,0.014131674424497555
