experiment,sensor,role,n_controllers_wiring,frac_controllers,mean_total_influence,se_total_influence,infl_FORWARD,infl_ROTATE_YAW,infl_ROTATE_PITCH,infl_SET_OSC,infl_SETTLE
E1,ALTEROMONAS_BIOFILM,environmental_primary,278,0.9266666666666666,1.4613981683005512,0.06678148954671538,0.27860393002383044,0.2643976540436833,0.34037460074671794,0.26242165553734154,0.3156003279489779
E1,AGE,internal,224,0.7466666666666667,1.0345107628966888,0.07749307517230697,0.21101789134537832,0.19891984508982855,0.23752992851336716,0.15684352585849903,0.23019957208961594
E1,LIGHT_INTENSITY,inactive_no_field,224,0.7466666666666667,0.9558708287844541,0.057076541061543855,0.23626534671296792,0.16503245223414073,0.2160233985786166,0.19682448029786123,0.14172515096086755
E1,CCA_FORWARD_BACK,environmental_primary,227,0.7566666666666667,0.9429653314487789,0.0540411333398951,0.24347735338234394,0.34437618350890686,0.07566749146167318,0.17298335612905272,0.10646094696680236
E1,LIGHT_WAVELENGTH,inactive_no_field,243,0.81,0.9408037792923157,0.05837229103824729,0.2874619879086256,0.19040930406994364,0.173715792151941,0.1683180028283519,0.12089869233345363
E1,CCA_LEFT_RIGHT,environmental_primary,245,0.8166666666666667,0.9048959419516766,0.06177561962105905,0.19866687724968954,0.16812822135280714,0.16740831487912478,0.2697099968983567,0.10098253157169837
E1,PARTICLE_MOTION_UP_DOWN,inactive_no_field,202,0.6733333333333333,0.8927683615207235,0.0680502260255758,0.1574492458900809,0.22376850858709907,0.21313060415648302,0.19904019779385898,0.09937980509320157
E1,ENERGY,internal,264,0.88,0.8816336372522073,0.04982960557061219,0.12598267955664555,0.19081984620311393,0.1917306708203441,0.17417146827935637,0.19892897239274746
E1,TEMPERATURE,environmental_weak,244,0.8133333333333334,0.8240757928233025,0.05243841914687441,0.14889881128353297,0.13959519668105064,0.14823793571063085,0.21501251069946672,0.17233133844862134
E1,CCA,environmental_primary,238,0.7933333333333333,0.748110972213802,0.04145919304070453,0.07522777332978481,0.1199247727174553,0.16533027309679513,0.14077008696113602,0.24685806610863079
E1,PARTICLE_MOTION,inactive_no_field,228,0.76,0.745631415945942,0.04621936740046454,0.11414792485438523,0.12280881307277285,0.11966890894760708,0.2961659498089899,0.09283981926218692
E1,OSCILLATION,internal,237,0.79,0.7260762465788663,0.04816456934818069,0.21557292560243282,0.1846074055139069,0.0483654728408838,0.15605906314981685,0.12147137947182575
E1,PRESSURE,environmental_weak,252,0.84,0.6967863472898793,0.04280898855498171,0.09350089877753995,0.18433127615424547,0.14187649040996708,0.1933348012323874,0.08374288071573942
E1,CCA_UP_DOWN,environmental_primary,216,0.72,0.6967232292489987,0.05136048902537612,0.05075794271168911,0.28227239358760986,0.0636128291711293,0.14624935538672895,0.15383070839184135
E1,PARTICLE_MOTION_FORWARD_BACK,inactive_no_field,193,0.6433333333333333,0.5876875990420226,0.045098767785357256,0.0801205969415677,0.11304349342215841,0.12493953503343942,0.16245441568451657,0.10712955796034052
E1,PARTICLE_MOTION_LEFT_RIGHT,inactive_no_field,248,0.8266666666666667,0.5845397211934561,0.0421434145020367,0.1556354814575821,0.09050336519747539,0.10614688734457343,0.1333180382396658,0.0989359489541594
