Generation;AvgFitness;MaxFitness
697;5647,104004;7524,15332
696;5555,09668;7518,075195
695;5596,404297;7523,353516
694;5697,203125;7559,117676
693;5669,550293;7517,901855
692;5549,084473;7538,604492
691;5781,009766;7520,993652
690;5724,01416;7513,176758
689;6005,412598;7557,393555
688;5741,279297;7521,997559
687;5680,37207;7516,043945
686;5762,569824;7582,359375
685;5592,291504;7514,585938
684;5609,84668;7515,945312
683;5834,716797;7545,933105
682;5531,622559;7529,913574
681;5559,487305;7515,481445
680;5913,761719;7519,363281
679;6136,240234;7519,085938
678;5766,429688;7520,489258
677;5673,887695;7520,213379
676;5710,444824;7514,262207
675;5793,499023;7524,92041
674;6217,338867;7518,041016
673;5735,585449;7515,889648
672;6035,499512;7514,331055
671;6268,055176;7516,286133
670;6126,369141;7517,133789
669;6328,3125;7520,878906
668;6408,085938;7517,047363
667;5712,788574;7518,212891
666;6248,07959;7519,71875
665;6055,863281;7513,521973
664;5916,389648;7521,964844
663;5915,29248;7514,611816
662;6067,451172;7529,391113
661;5955,230469;7513,720215
660;5947,474121;7513,72168
659;6199,844727;7513,108887
658;5987,101562;7518,646484
657;6309,903809;7514,238281
656;5926,918457;7514,362305
655;6308,912598;7524,10791
654;6388,129883;7520,773438
653;6007,608398;7516,374512
652;6320,495117;7514,752441
651;6218,851074;7514,692871
650;6351,205566;7515,156738
649;6169,214355;7518,001465
648;6118,461426;7521,20752
647;6421,475098;7516,930664
646;6097,382324;7535,189453
645;6159,252441;7514,04541
644;6098,984863;7513,618164
643;6389,874023;7516,763184
642;6421,157227;7515,656738
641;6298,686523;7518,094727
640;6017,491211;7515,961426
639;6449,273926;7514,98584
638;6449,982422;7546,804199
637;6278,640625;7515,615723
636;6005,253906;7514,999023
635;6261,003906;7579,729004
634;6177,14502;7523,02002
633;5886,348633;7516,606934
632;6449,691406;7529,835938
631;6400,372559;7513,623535
630;6106,644531;7527,374512
629;6399,274902;7513,834961
628;6551,862793;7513,36084
627;6429,433594;7515,544922
626;6379,688477;7515,822266
625;6439,907227;7516,849609
624;6419,293945;7514,967773
623;6126,456543;7515,087891
622;5956,558594;7513,736816
621;5966,128906;7514,314941
620;6176,825195;7515,753418
619;6117,049805;7514,120605
618;6045,672852;7514,368164
617;6098,264648;7514,133789
616;6035,536621;7513,894043
615;6389,711914;7514,230957
614;6510,818848;7514,07959
613;6297,754883;7514,206543
612;5893,18457;7521,009766
611;6450,486328;7514,964355
610;6267,950195;7512,696777
609;6138,306641;7513,717773
608;6492,132812;7517,889648
607;6139,455078;7515,379395
606;5766,036621;7518,453613
605;5785,313965;7523,913574
604;6259,280273;7529,651367
603;6732,722656;7524,074707
602;6238,563965;7513,672852
601;6258,755859;7515,789551
600;6317,930176;7540,281738
599;6340,256348;7515,410156
598;6216,488281;7514,216797
597;6005,771484;7519,987793
596;6288,913086;7513,962891
595;5977,941406;7515,136719
594;6098,333008;7514,228516
593;6621,361328;7516,690918
592;6369,348145;7514,518066
591;6361,90918;7513,640625
590;6317,178223;7529,238281
589;6310,151367;7518,5
588;6662,47168;7514,506836
587;6300,836914;7514,30127
586;6380,963379;7514,727539
585;6340,538574;7516,243164
584;6238,151855;7525,650879
583;6087,81543;7515,364258
582;6248,612305;7529,644043
581;5945,353027;7515,98291
580;5956,225098;7523,257812
579;6391,00293;7515,206543
578;6379,185059;7517,90332
577;6580,969727;7518,26709
576;6349,959473;7513,004883
575;6349,191895;7538,29248
574;6327,968262;7518,769043
573;6267,544434;7520,777832
572;6157,87207;7515,611816
571;6157,166016;7513,299316
570;5765,347656;7513,503418
569;5833,696289;7514,179199
568;5895,859375;7514,34668
567;6076,828613;7513,243164
566;6359,853516;7513,526367
565;6197,662109;7514,261719
564;6197,551758;7514,260742
563;6481,237793;7544,563965
562;5764,046387;7515,300781
561;6237,425781;7514,11084
560;6530,527832;7523,840332
559;5853,272949;7519,203613
558;5804,227051;7519,275879
557;6147,789551;7517,219238
556;5966,949707;7513,62207
555;5482,287598;7515,99707
554;6277,561523;7518,642578
553;6349,891113;7514,48584
552;6207,971191;7518,404785
551;5732,185547;7512,819336
550;6106,29541;7513,888184
549;6469,558105;7517,560059
548;6368,675293;7518,90625
547;5914,228027;7514,279785
546;6229,003906;7529,092285
545;5773,79541;7514,209473
544;6226,887207;7513,887207
543;6260,459961;7514,071289
542;6469,507324;7514,382812
541;6520,541016;7512,649414
540;6439,577637;7513,267578
539;5956,183105;7514,685547
538;6045,265137;7528,081543
537;5884,342773;7515,453125
536;6076,665039;7514,910156
535;5923,419434;7515,864258
534;5924,823242;7513,708008
533;6289,537598;7512,970215
